id,files,abbr,name,typeOfIdentifier,expansion,enclosingMethod
Lorg/apache/maven/plugin/internal/PlexusUtilsInjector;.VER)Ljava/lang/String;,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/src/main/java/org/apache/maven/plugin/internal/PlexusUtilsInjector.java;,ver,VER,FieldName,version,
Lorg/apache/maven/project/ModelUtilsTest;.testShouldNotMergePluginExecutionWhenExecInheritedIsFalseAndTreatAsInheritanceIsTrue()V#ver,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-compat/src/test/java/org/apache/maven/project/ModelUtilsTest.java;,ver,ver,VariableName,version,MethodName:testShouldNotMergePluginExecutionWhenExecInheritedIsFalseAndTreatAsInheritanceIsTrue;
Lorg/apache/maven/properties/internal/EnvironmentUtils;.addEnvVars(Ljava/util/Properties;)V,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/src/main/java/org/apache/maven/properties/internal/EnvironmentUtils.java;C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-embedder/src/main/java/org/apache/maven/cli/MavenCli.java;C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/src/main/java/org/apache/maven/project/artifact/MavenMetadataSource.java;C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-compat/src/main/java/org/apache/maven/project/DefaultMavenProjectBuilder.java;,vars,addEnvVars,MethodName,variables,
Lorg/apache/maven/properties/internal/EnvironmentUtils;.envVars)Ljava/util/Properties;,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/src/main/java/org/apache/maven/properties/internal/EnvironmentUtils.java;,vars,envVars,FieldName,variables,
Lorg/apache/maven/plugin/PluginParameterExpressionEvaluatorTest;.testEscapedVariablePassthrough()V|Ljava/lang/Exception;#var,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/src/test/java/org/apache/maven/plugin/PluginParameterExpressionEvaluatorTest.java;,var,var,VariableName,variable,MethodName:testEscapedVariablePassthrough;
Lorg/apache/maven/plugin/PluginParameterExpressionEvaluatorTest;.testEscapedVariablePassthroughInLargerExpression()V|Ljava/lang/Exception;#var,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/src/test/java/org/apache/maven/plugin/PluginParameterExpressionEvaluatorTest.java;,var,var,VariableName,variable,MethodName:testEscapedVariablePassthroughInLargerExpression;
Lorg/apache/maven/artifact/ArtifactStatus;.valueOf(Ljava/lang/String;)Lorg/apache/maven/artifact/ArtifactStatus;#retVal,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-compat/src/main/java/org/apache/maven/artifact/ArtifactStatus.java;,val,retVal,VariableName,value,MethodName:valueOf;
Lorg/apache/maven/plugin/PluginParameterExpressionEvaluator;.evaluate(Ljava/lang/String;Ljava/lang/Class<*>;)Ljava/lang/Object;|Lorg/codehaus/plexus/component/configurator/expression/ExpressionEvaluationException;#0#0#0#retVal,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/src/main/java/org/apache/maven/plugin/PluginParameterExpressionEvaluator.java;,val,retVal,VariableName,value,MethodName:evaluate;
Lorg/apache/maven/repository/legacy/DefaultUpdateCheckManager;.readLastUpdated(Ljava/io/File;Ljava/lang/String;)Ljava/util/Date;#0#rawVal,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-compat/src/main/java/org/apache/maven/repository/legacy/DefaultUpdateCheckManager.java;,val,rawVal,VariableName,value,MethodName:readLastUpdated;
Lorg/apache/maven/plugin/PluginParameterExpressionEvaluator;.evaluate(Ljava/lang/String;Ljava/lang/Class<*>;)Ljava/lang/Object;|Lorg/codehaus/plexus/component/configurator/expression/ExpressionEvaluationException;#7#val,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/src/main/java/org/apache/maven/plugin/PluginParameterExpressionEvaluator.java;,val,val,VariableName,value,MethodName:evaluate;
Lorg/apache/maven/model/building/ModelProblem$Version;.V30)Lorg/apache/maven/model/building/ModelProblem$Version;,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model-builder/src/main/java/org/apache/maven/model/building/ModelProblem.java;C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/src/main/java/org/apache/maven/project/DefaultProjectBuilder.java;C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model-builder/src/main/java/org/apache/maven/model/validation/DefaultModelValidator.java;,v,V30,VariableName,version,MethodName:validate30RawProfileActivation;MethodName:initProject;MethodName:validateEffectiveDependency;
Lorg/apache/maven/repository/metadata/MetadataGraph;.checkVertex(Lorg/apache/maven/repository/metadata/MetadataGraphVertex;)V|Lorg/apache/maven/repository/metadata/MetadataResolutionException;#v#0#0,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-compat/src/main/java/org/apache/maven/repository/metadata/MetadataGraph.java;,v,v,ParameterName,vertex,MethodName:checkVertex;
Lorg/apache/maven/repository/metadata/MetadataGraph;.addVertex(Lorg/apache/maven/repository/metadata/ArtifactMetadata;)Lorg/apache/maven/repository/metadata/MetadataGraphVertex;#v,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-compat/src/main/java/org/apache/maven/repository/metadata/MetadataGraph.java;,v,v,VariableName,vertex,MethodName:addVertex;
Lorg/apache/maven/model/building/ModelProblem$Version;.V20)Lorg/apache/maven/model/building/ModelProblem$Version;,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model-builder/src/main/java/org/apache/maven/model/building/ModelProblem.java;C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model-builder/src/main/java/org/apache/maven/model/interpolation/ProblemDetectingValueSource.java;C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java;C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model-builder/src/main/java/org/apache/maven/model/validation/DefaultModelValidator.java;,v,V20,VariableName,version,MethodName:getValue;MethodName:validate20RawResources;MethodName:validate20PluginVersion;MethodName:validateEffectiveDependencies;MethodName:readModel;MethodName:validate20RawPlugins;MethodName:validate20EffectiveRepository;MethodName:validateRawModel;MethodName:validateEffectiveDependency;MethodName:checkPluginVersions;MethodName:validate20RawDependencies;MethodName:validateEffectiveModel;MethodName:validateRawRepositories;
Lorg/apache/maven/repository/metadata/MetadataGraph;.getEdgesBetween(Lorg/apache/maven/repository/metadata/MetadataGraphVertex;Lorg/apache/maven/repository/metadata/MetadataGraphVertex;)Ljava/util/List<Lorg/apache/maven/repository/metadata/MetadataGraphEdge;>;#vTo#0#1,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-compat/src/main/java/org/apache/maven/repository/metadata/MetadataGraph.java;,v,vTo,ParameterName,vertex,MethodName:getEdgesBetween;
Lorg/apache/maven/artifact/versioning/ComparableVersionTest;.checkVersionsEqual(Ljava/lang/String;Ljava/lang/String;)V#v2#0#1,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-artifact/src/test/java/org/apache/maven/artifact/versioning/ComparableVersionTest.java;,v,v2,ParameterName,version,MethodName:checkVersionsEqual;
Lorg/apache/maven/artifact/versioning/ComparableVersionTest;.checkVersionsEqual(Ljava/lang/String;Ljava/lang/String;)V#v1#0#0,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-artifact/src/test/java/org/apache/maven/artifact/versioning/ComparableVersionTest.java;,v,v1,ParameterName,version,MethodName:checkVersionsEqual;
Lorg/apache/maven/repository/metadata/DefaultClasspathTransformationTest;.v1)Lorg/apache/maven/repository/metadata/MetadataGraphVertex;,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-compat/src/test/java/org/apache/maven/repository/metadata/DefaultClasspathTransformationTest.java;,v,v1,FieldName,vertex,
Lorg/apache/maven/repository/metadata/DefaultGraphConflictResolver;.resolveConflicts(Lorg/apache/maven/repository/metadata/MetadataGraph;Lorg/apache/maven/artifact/ArtifactScopeEnum;)Lorg/apache/maven/repository/metadata/MetadataGraph;|Lorg/apache/maven/repository/metadata/GraphConflictResolutionException;#0#0#0#0#0#newV,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-compat/src/main/java/org/apache/maven/repository/metadata/DefaultGraphConflictResolver.java;,v,newV,VariableName,vertex,MethodName:resolveConflicts;
Lorg/apache/maven/artifact/repository/metadata/Metadata;.merge(Lorg/apache/maven/artifact/repository/metadata/Metadata;)Z#1#v,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-repository-metadata/target/generated-sources/modello/org/apache/maven/artifact/repository/metadata/Metadata.java;,v,v,VariableName,versioning,MethodName:merge;
Lorg/codehaus/plexus/util/IOUtil;,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-compat/src/main/java/org/apache/maven/profiles/DefaultMavenProfilesBuilder.java;,util,IOUtil,ClassName,utility,
Lorg/sonatype/plexus/components/sec/dispatcher/SecUtil;,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-embedder/src/main/java/org/apache/maven/cli/MavenCli.java;,util,SecUtil,ClassName,utility,
Lorg/slf4j/helpers/Util;,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-slf4j-provider/target/generated-sources/slf4j-simple/org/slf4j/impl/SimpleLoggerConfiguration.java;,util,Util,ClassName,utility,
Lorg/apache/maven/lifecycle/internal/builder/multithreaded/ThreadOutputMuxer;.originalSystemOUtStream)Ljava/io/PrintStream;,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/src/main/java/org/apache/maven/lifecycle/internal/builder/multithreaded/ThreadOutputMuxer.java;,ut,originalSystemOUtStream,FieldName,output,
Lorg/apache/maven/repository/internal/RepositorySystemTest;.checkUtSimpleArtifactDependencies(Lorg/eclipse/aether/graph/Dependency;Lorg/eclipse/aether/graph/Dependency;)V,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-resolver-provider/src/test/java/org/apache/maven/repository/internal/RepositorySystemTest.java;,ut,checkUtSimpleArtifactDependencies,MethodName,null_1,
Lorg/apache/maven/building/UrlSourceTest;.testGetInputStream()V|Ljava/lang/Exception;#txtFile,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-builder-support/src/test/java/org/apache/maven/building/UrlSourceTest.java;,txt,txtFile,VariableName,text,MethodName:testGetInputStream;
Lorg/apache/maven/building/FileSourceTest;.testGetInputStream()V|Ljava/lang/Exception;#txtFile,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-builder-support/src/test/java/org/apache/maven/building/FileSourceTest.java;,txt,txtFile,VariableName,text,MethodName:testGetInputStream;
Lorg/apache/maven/building/UrlSourceTest;.testGetLocation()V|Ljava/lang/Exception;#txtFile,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-builder-support/src/test/java/org/apache/maven/building/UrlSourceTest.java;,txt,txtFile,VariableName,text,MethodName:testGetLocation;
Lorg/apache/maven/building/FileSourceTest;.testGetLocation()V#txtFile,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-builder-support/src/test/java/org/apache/maven/building/FileSourceTest.java;,txt,txtFile,VariableName,text,MethodName:testGetLocation;
Lorg/apache/maven/building/FileSourceTest;.testGetFile()V#txtFile,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-builder-support/src/test/java/org/apache/maven/building/FileSourceTest.java;,txt,txtFile,VariableName,text,MethodName:testGetFile;
Lorg/apache/maven/repository/internal/RemoteSnapshotMetadataTest;.gregorianCalendarIsUsed()V#ts,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-resolver-provider/src/test/java/org/apache/maven/repository/internal/RemoteSnapshotMetadataTest.java;,ts,ts,VariableName,time stamp,MethodName:gregorianCalendarIsUsed;
Lorg/apache/maven/artifact/resolver/DefaultArtifactResolverTest;.testMNG4738()V|Ljava/lang/Exception;#0#0#ts,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-compat/src/test/java/org/apache/maven/artifact/resolver/DefaultArtifactResolverTest.java;,ts,ts,VariableName,threads,MethodName:testMNG4738;
Lorg/apache/maven/cli/CLIReportingUtils;.createMavenVersionString(Ljava/util/Properties;)Ljava/lang/String;#0#ts,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-embedder/src/main/java/org/apache/maven/cli/CLIReportingUtils.java;,ts,ts,VariableName,time stamp,MethodName:createMavenVersionString;
Lorg/slf4j/impl/SimpleLogger;.formatAndLog(ILjava/lang/String;Ljava/lang/Object;Ljava/lang/Object;)V#tp,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-slf4j-provider/target/generated-sources/slf4j-simple/org/slf4j/impl/SimpleLogger.java;,tp,tp,VariableName,tuple,MethodName:formatAndLog;
Lorg/slf4j/impl/SimpleLogger;.log(Lorg/slf4j/event/LoggingEvent;)V#tp,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-slf4j-provider/target/generated-sources/slf4j-simple/org/slf4j/impl/SimpleLogger.java;,tp,tp,VariableName,tuple,MethodName:log;
Lorg/slf4j/impl/SimpleLogger;.formatAndLog(ILjava/lang/String;[Ljava/lang/Object;)V#tp,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-slf4j-provider/target/generated-sources/slf4j-simple/org/slf4j/impl/SimpleLogger.java;,tp,tp,VariableName,tuple,MethodName:formatAndLog;
Lorg/apache/maven/artifact/versioning/DefaultArtifactVersion;.parseVersion(Ljava/lang/String;)V#2#tok,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-artifact/src/main/java/org/apache/maven/artifact/versioning/DefaultArtifactVersion.java;,tok,tok,VariableName,tokenizer,MethodName:parseVersion;
Lorg/apache/maven/lifecycle/internal/MojoDescriptorCreator;.getMojoDescriptor(Ljava/lang/String;Lorg/apache/maven/execution/MavenSession;Lorg/apache/maven/project/MavenProject;)Lorg/apache/maven/plugin/descriptor/MojoDescriptor;|Lorg/apache/maven/plugin/PluginNotFoundException;|Lorg/apache/maven/plugin/PluginResolutionException;|Lorg/apache/maven/plugin/PluginDescriptorParsingException;|Lorg/apache/maven/plugin/MojoNotFoundException;|Lorg/apache/maven/plugin/prefix/NoPluginFoundForPrefixException;|Lorg/apache/maven/plugin/InvalidPluginDescriptorException;|Lorg/apache/maven/plugin/version/PluginVersionResolutionException;#tok,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/src/main/java/org/apache/maven/lifecycle/internal/MojoDescriptorCreator.java;,tok,tok,VariableName,tokenizer,MethodName:getMojoDescriptor;
Lorg/apache/maven/artifact/versioning/DefaultArtifactVersion;.getNextIntegerToken(Ljava/util/StringTokenizer;)Ljava/lang/Integer;#tok#0#0,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-artifact/src/main/java/org/apache/maven/artifact/versioning/DefaultArtifactVersion.java;,tok,tok,ParameterName,token,MethodName:getNextIntegerToken;
Lorg/apache/maven/model/building/DefaultModelProblemCollector;.newModelBuildingException()Lorg/apache/maven/model/building/ModelBuildingException;#0#tmp,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelProblemCollector.java;,tmp,tmp,VariableName,temporary,MethodName:newModelBuildingException;
Lorg/apache/maven/properties/internal/EnvironmentUtils;.addEnvVars(Ljava/util/Properties;)V#0#tmp,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/src/main/java/org/apache/maven/properties/internal/EnvironmentUtils.java;,tmp,tmp,VariableName,temporary,MethodName:addEnvVars;
Lorg/apache/maven/model/building/DefaultModelBuilder;.build(Lorg/apache/maven/model/building/ModelBuildingRequest;)Lorg/apache/maven/model/building/ModelBuildingResult;|Lorg/apache/maven/model/building/ModelBuildingException;#1#0#tmpModel,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java;,tmp,tmpModel,VariableName,temporary,MethodName:build;
Lorg/apache/maven/model/building/ModelBuildingException;.(Lorg/apache/maven/model/Model;Ljava/lang/String;Ljava/util/List<Lorg/apache/maven/model/building/ModelProblem;>;)V#0#tmp,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model-builder/src/main/java/org/apache/maven/model/building/ModelBuildingException.java;,tmp,tmp,VariableName,temporary,MethodName:ModelBuildingException;
Lorg/apache/maven/model/merge/ModelMerger;.mergeReporting_Plugins(Lorg/apache/maven/model/Reporting;Lorg/apache/maven/model/Reporting;ZLjava/util/Map<Ljava/lang/Object;Ljava/lang/Object;>;)V#0#tgt,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model/src/main/java/org/apache/maven/model/merge/ModelMerger.java;,tgt,tgt,VariableName,target,MethodName:mergeReporting_Plugins;
Lorg/apache/maven/model/merge/ModelMerger;.mergePluginContainer_Plugins(Lorg/apache/maven/model/PluginContainer;Lorg/apache/maven/model/PluginContainer;ZLjava/util/Map<Ljava/lang/Object;Ljava/lang/Object;>;)V#0#tgt,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model/src/main/java/org/apache/maven/model/merge/ModelMerger.java;,tgt,tgt,VariableName,target,MethodName:mergePluginContainer_Plugins;
Lorg/apache/maven/model/merge/ModelMerger;.mergeReportSet_Reports(Lorg/apache/maven/model/ReportSet;Lorg/apache/maven/model/ReportSet;ZLjava/util/Map<Ljava/lang/Object;Ljava/lang/Object;>;)V#0#tgt,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model/src/main/java/org/apache/maven/model/merge/ModelMerger.java;,tgt,tgt,VariableName,target,MethodName:mergeReportSet_Reports;
Lorg/apache/maven/model/merge/MavenModelMerger;.mergePlugin_Executions(Lorg/apache/maven/model/Plugin;Lorg/apache/maven/model/Plugin;ZLjava/util/Map<Ljava/lang/Object;Ljava/lang/Object;>;)V#0#tgt,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model-builder/src/main/java/org/apache/maven/model/merge/MavenModelMerger.java;,tgt,tgt,VariableName,target,MethodName:mergePlugin_Executions;
Lorg/apache/maven/model/merge/MavenModelMerger;.mergeModelBase_PluginRepositories(Lorg/apache/maven/model/ModelBase;Lorg/apache/maven/model/ModelBase;ZLjava/util/Map<Ljava/lang/Object;Ljava/lang/Object;>;)V#0#tgt,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model-builder/src/main/java/org/apache/maven/model/merge/MavenModelMerger.java;,tgt,tgt,VariableName,target,MethodName:mergeModelBase_PluginRepositories;
Lorg/apache/maven/model/merge/MavenModelMerger;.mergeDistributionManagement_Repository(Lorg/apache/maven/model/DistributionManagement;Lorg/apache/maven/model/DistributionManagement;ZLjava/util/Map<Ljava/lang/Object;Ljava/lang/Object;>;)V#0#tgt,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model-builder/src/main/java/org/apache/maven/model/merge/MavenModelMerger.java;,tgt,tgt,VariableName,target,MethodName:mergeDistributionManagement_Repository;
Lorg/apache/maven/model/merge/ModelMerger;.mergeContributor_Roles(Lorg/apache/maven/model/Contributor;Lorg/apache/maven/model/Contributor;ZLjava/util/Map<Ljava/lang/Object;Ljava/lang/Object;>;)V#0#tgt,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model/src/main/java/org/apache/maven/model/merge/ModelMerger.java;,tgt,tgt,VariableName,target,MethodName:mergeContributor_Roles;
Lorg/apache/maven/model/merge/MavenModelMerger;.mergeDistributionManagement_SnapshotRepository(Lorg/apache/maven/model/DistributionManagement;Lorg/apache/maven/model/DistributionManagement;ZLjava/util/Map<Ljava/lang/Object;Ljava/lang/Object;>;)V#0#tgt,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model-builder/src/main/java/org/apache/maven/model/merge/MavenModelMerger.java;,tgt,tgt,VariableName,target,MethodName:mergeDistributionManagement_SnapshotRepository;
Lorg/apache/maven/model/merge/ModelMerger;.mergeModelBase_Modules(Lorg/apache/maven/model/ModelBase;Lorg/apache/maven/model/ModelBase;ZLjava/util/Map<Ljava/lang/Object;Ljava/lang/Object;>;)V#0#tgt,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model/src/main/java/org/apache/maven/model/merge/ModelMerger.java;,tgt,tgt,VariableName,target,MethodName:mergeModelBase_Modules;
Lorg/apache/maven/model/management/DefaultDependencyManagementInjector$ManagementModelMerger;.mergeDependency_Exclusions(Lorg/apache/maven/model/Dependency;Lorg/apache/maven/model/Dependency;ZLjava/util/Map<Ljava/lang/Object;Ljava/lang/Object;>;)V#tgt,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model-builder/src/main/java/org/apache/maven/model/management/DefaultDependencyManagementInjector.java;,tgt,tgt,VariableName,target,MethodName:mergeDependency_Exclusions;
Lorg/apache/maven/artifact/resolver/DefaultArtifactResolverTest;.testMNG4738()V|Ljava/lang/Exception;#tgList,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-compat/src/test/java/org/apache/maven/artifact/resolver/DefaultArtifactResolverTest.java;,tg,tgList,VariableName,thread group,MethodName:testMNG4738;
Lorg/apache/maven/artifact/resolver/DefaultArtifactResolverTest;.testMNG4738()V|Ljava/lang/Exception;#0#aTgList,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-compat/src/test/java/org/apache/maven/artifact/resolver/DefaultArtifactResolverTest.java;,tg,aTgList,VariableName,thread group,MethodName:testMNG4738;
Lorg/apache/maven/artifact/resolver/DefaultArtifactResolverTest;.testMNG4738()V|Ljava/lang/Exception;#tg,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-compat/src/test/java/org/apache/maven/artifact/resolver/DefaultArtifactResolverTest.java;,tg,tg,VariableName,thread group,MethodName:testMNG4738;
Lorg/apache/maven/toolchain/DefaultToolchainTest;.testEquals()V|Ljava/lang/Exception;#0#0#0#tc1,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/src/test/java/org/apache/maven/toolchain/DefaultToolchainTest.java;,tc,tc1,VariableName,toolchain,MethodName:testEquals;
Lorg/apache/maven/toolchain/DefaultToolchainTest;.testEquals()V|Ljava/lang/Exception;#0#0#0#tc2,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/src/test/java/org/apache/maven/toolchain/DefaultToolchainTest.java;,tc,tc2,VariableName,toolchain,MethodName:testEquals;
Lorg/apache/maven/plugin/DefaultPluginDescriptorCache$CacheKey;.eq<T:Ljava/lang/Object;>(TT;TT;)Z:TT;,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/src/main/java/org/apache/maven/plugin/DefaultPluginDescriptorCache.java;,t,T,ClassName,null_1,
Lorg/slf4j/impl/SimpleLogger;.info(Ljava/lang/String;Ljava/lang/Throwable;)V#t#0#1,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-slf4j-provider/target/generated-sources/slf4j-simple/org/slf4j/impl/SimpleLogger.java;,t,t,ParameterName,throwable,MethodName:info;
