id,files,typeOfIdentifier,subclass,subsubclass,parents,ancestor,methods,fields,comment,type,enclosingClass,assignment,methodInvocated,parameterArgument,parameter,enclosingMethod,argument,name,abbr,expansion
Lorg/pdfsam/ui/io/PdfVersionConstrainedCheckBoxTest;,C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-fx/src/test/java/org/pdfsam/ui/io/PdfVersionConstrainedCheckBoxTest.java;,ClassName,,,ClassName:GuiTest;,,MethodName:removeConstraintOnDeselect;MethodName:addConstraintOnSelect;MethodName:getRootNode;,FieldName:MODULE;FieldName:clearStudio;,author Andrea Vacondio;,,,,,,,,,PdfVersionConstrainedCheckBoxTest,pdf,portable document format
Lorg/pdfsam/ui/io/PdfVersionConstrainedCheckBoxTest$BasePdfVersionEventListener<Lorg/pdfsam/ui/io/RemovePdfVersionConstraintEvent;>;,C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-fx/src/test/java/org/pdfsam/ui/io/PdfVersionConstrainedCheckBoxTest.java;,ClassName,,,,,,,,,,,,,,,,BasePdfVersionEventListener<RemovePdfVersionConstraintEvent>,pdf,portable document format
Lorg/pdfsam/ui/io/FileChoosers;.DIR_INSTANCE)Lorg/pdfsam/ui/io/RememberingLatestDirectoryChooserWrapper;,C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-fx/src/main/java/org/pdfsam/ui/io/FileChoosers.java;,FieldName,,,,,,,,ClassName:RememberingLatestDirectoryChooserWrapper;,ClassName:FileChoosers;,ClassName:RememberingLatestDirectoryChooserWrapper;,,,,,,DIR_INSTANCE,dir,directory
Lorg/pdfsam/ui/help/HelpUtils;.lambda$0(Ljavafx/scene/text/Text;Lorg/pdfsam/ui/help/HelpPopup;Ljavafx/scene/input/MouseEvent;)V#0#p,C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-fx/src/main/java/org/pdfsam/ui/help/HelpUtils.java;,VariableName,,,,,,,,ClassName:Point2D;,ClassName:HelpUtils;,MethodName:getMaxX;MethodName:localToScreen;MethodName:getLayoutBounds;VariableName:icon;MethodName:getMaxY;,,,,MethodName:helpIcon;,,p,p,point
Lcom/fasterxml/jackson/jr/ob/JSON;.std)Lcom/fasterxml/jackson/jr/ob/JSON;,C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-service/src/main/java/org/pdfsam/ui/DefaultStageService.java;C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-service/src/main/java/org/pdfsam/premium/DefaultPremiumModulesService.java;C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-service/src/main/java/org/pdfsam/update/DefaultUpdateService.java;C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-service/src/test/java/org/pdfsam/ui/DefaultStageServiceTest.java;C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-service/src/main/java/org/pdfsam/module/PreferencesUsageDataStore.java;C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-service/src/main/java/org/pdfsam/news/DefaultNewsService.java;C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-service/src/main/java/org/pdfsam/ui/JsonWorkspaceService.java;C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-service/src/test/java/org/pdfsam/module/PreferencesUsageDataStoreTest.java;,VariableName,,,,,,,,ClassName:JSON;,ClassName:DefaultStageServiceTest;ClassName:PreferencesUsageDataStoreTest;ClassName:DefaultNewsService;ClassName:DefaultPremiumModulesService;ClassName:DefaultStageService;ClassName:DefaultUpdateService;ClassName:PreferencesUsageDataStore;ClassName:JsonWorkspaceService;,VariableName:usage;VariableName:usage2;VariableName:usage;VariableName:data;VariableName:storedStatus;,,,,MethodName:save;MethodName:getLatestNews;MethodName:loadWorkspace;MethodName:incrementUsageFor;MethodName:getLatestStatus;MethodName:getPremiumModules;MethodName:getLatestVersion;MethodName:multipleIncrementUsageFor;MethodName:save;MethodName:saveWorkspace;MethodName:incrementUsageFor;MethodName:getUsages;,,std,std,standard
Lorg/pdfsam/context/DefaultUserContext;.prefs)Ljava/util/prefs/Preferences;,C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-core/src/main/java/org/pdfsam/context/DefaultUserContext.java;,FieldName,,,,,,,,ClassName:Preferences;,ClassName:DefaultUserContext;,MethodName:userRoot;MethodName:node;ClassName:Preferences;,,,,,,prefs,prefs,preferences
Lorg/pdfsam/configuration/StylesConfig;,C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-gui/src/test/java/org/pdfsam/ui/dialog/OpenWithDialogControllerTest.java;C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-gui/src/main/java/org/pdfsam/PdfsamConfig.java;C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-gui/src/test/java/org/pdfsam/ui/dialog/LenientExecutionConfirmationDialogTest.java;C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-gui/src/main/java/org/pdfsam/ui/dialog/ConfirmationDialog.java;C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-gui/src/main/java/org/pdfsam/ui/dialog/CreateOutputDirectoryConfirmationDialog.java;C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-gui/src/test/java/org/pdfsam/ui/dialog/CreateOutputDirectoryConfirmationDialogTest.java;C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-gui/src/test/java/org/pdfsam/ui/dialog/LenientTaskExecutionDialogControllerTest.java;C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-gui/src/main/java/org/pdfsam/configuration/StylesConfig.java;C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-gui/src/main/java/org/pdfsam/ui/dialog/OpenWithDialog.java;C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-gui/src/test/java/org/pdfsam/ui/info/InfoStageTest.java;C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-gui/src/main/java/org/pdfsam/ui/info/InfoStage.java;C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-gui/src/main/java/org/pdfsam/PdfsamApp.java;C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-gui/src/main/java/org/pdfsam/ui/dialog/OverwriteConfirmationDialog.java;C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-gui/src/test/java/org/pdfsam/ui/dialog/OpenWithDialogTest.java;C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-gui/src/main/java/org/pdfsam/ui/dialog/LenientExecutionConfirmationDialog.java;C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-gui/src/test/java/org/pdfsam/ui/dialog/OverwriteDialogControllerUITest.java;C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-gui/src/main/java/org/pdfsam/ui/log/LogStage.java;C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-gui/src/test/java/org/pdfsam/ui/dialog/OverwriteConfirmationDialogTest.java;C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-gui/src/test/java/org/pdfsam/ui/dialog/OverwriteDialogControllerTest.java;C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-gui/src/test/java/org/pdfsam/configuration/StylesConfigTest.java;C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-gui/src/test/java/org/pdfsam/ui/dialog/CreateOutputDirectoryDialogControllerTest.java;,ClassName,,,,,MethodName:StylesConfig;MethodName:styles;,FieldName:styles;FieldName:LOG;,Styles configuration for the application author Andrea Vacondio;,,,,,,,,,StylesConfig,config,configuration
Lorg/pdfsam/ui/io/PdfVersionFilter;.()V,C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-fx/src/main/java/org/pdfsam/ui/io/PdfVersionFilter.java;,MethodName,,,,,,,,,ClassName:PdfVersionFilter;,,,,,,,PdfVersionFilter,pdf,portable document format
Lorg/pdfsam/ui/dialog/OverwriteDialogControllerUITest;,C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-gui/src/test/java/org/pdfsam/ui/dialog/OverwriteDialogControllerUITest.java;,ClassName,,,ClassName:GuiTest;,,MethodName:cancelOnFileExists;MethodName:cancelOnNotEmptyDir;MethodName:overwriteOnFileExists;MethodName:getRootNode;MethodName:overwriteOnNotEmptyDir;MethodName:setUp;,FieldName:folder;FieldName:clearEventStudio;,author Andrea Vacondio;,,,,,,,,,OverwriteDialogControllerUITest,ui,user interface
Ljavax/xml/xpath/XPathFactory;,C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-core/src/test/java/org/pdfsam/support/XmlUtilsTest.java;,ClassName,,,,,,,,,,,,,,,,XPathFactory,x,extensible
Lorg/pdfsam/ui/io/AddPdfVersionConstraintEventTest;,C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-fx/src/test/java/org/pdfsam/ui/io/AddPdfVersionConstraintEventTest.java;,ClassName,,,,,MethodName:nullArg;,,author Andrea Vacondio;,,,,,,,,,AddPdfVersionConstraintEventTest,pdf,portable document format
Lorg/pdfsam/ui/commons/ValidableTextFieldTest;.invalidCssNotApplied()V,C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-fx/src/test/java/org/pdfsam/ui/commons/ValidableTextFieldTest.java;,MethodName,,,,,,,,ClassName:void;,ClassName:ValidableTextFieldTest;,,,,,,,invalidCssNotApplied,css,cascading style sheets
Lorg/pdfsam/update/DefaultUpdateService;.jsonSource)Ljava/lang/Object;,C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-service/src/main/java/org/pdfsam/update/DefaultUpdateService.java;,FieldName,,,,,,,,ClassName:Object;,ClassName:DefaultUpdateService;,ParameterName:jsonSource;,,,,,,jsonSource,json,javascript object notation
Lorg/pdfsam/task/PdfRotationInput;&Lorg/sejda/model/input/PdfSource<!Lorg/sejda/model/input/PdfSource;{0}*2292;>;,C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-core/src/main/java/org/pdfsam/task/PdfRotationInput.java;,ClassName,,,,,,,,,,,,,,,,PdfSource<>,pdf,portable document format
Lorg/pdfsam/support/RequireUtilsTest;.blankArg()V,C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-core/src/test/java/org/pdfsam/support/RequireUtilsTest.java;,MethodName,,,,,,,,ClassName:void;,ClassName:RequireUtilsTest;,,,,,,,blankArg,arg,argument
Lorg/pdfsam/task/TaskExecutionServiceConfig;,C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-service/src/main/java/org/pdfsam/Services.java;C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-service/src/main/java/org/pdfsam/task/TaskExecutionServiceConfig.java;,ClassName,,,,,MethodName:executionService;,,author Andrea Vacondio;,,,,,,,,,TaskExecutionServiceConfig,config,configuration
Lorg/pdfsam/PdfsamApp;,C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-community/src/main/java/org/pdfsam/community/App.java;C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-gui/src/main/java/org/pdfsam/PdfsamApp.java;,ClassName,,,ClassName:Application;,,MethodName:initInjector;MethodName:startLogAppender;MethodName:requestPremiumModulesDescriptionIfRequired;MethodName:saveWorkspaceIfRequired;MethodName:initSejda;MethodName:initOpenButtons;MethodName:initDialogsOwner;MethodName:initScene;MethodName:initActiveModule;MethodName:closeSplash;MethodName:requestLatestNewsIfRequired;MethodName:requestCheckForUpdateIfRequired;MethodName:stop;MethodName:initWindowsStatusController;MethodName:cleanIfRequired;MethodName:loadWorkspaceIfRequired;MethodName:init;MethodName:getOpenCmd;MethodName:start;MethodName:cleanUserContextIfNeeded;MethodName:openUrl;,FieldName:LOG;FieldName:STOPWATCH;FieldName:primaryStage;FieldName:injector;FieldName:userContext;FieldName:clean;FieldName:broadcaster;FieldName:rawParameters;,PDFsam application author Andrea Vacondio;,,,,,,,,,PdfsamApp,app,application
Lorg/pdfsam/module/StatefulPreferencesUsageService;.lambda$2(Lorg/pdfsam/module/ModuleUsage;)Lorg/pdfsam/module/Module;#u#0#0,C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-service/src/main/java/org/pdfsam/module/StatefulPreferencesUsageService.java;,VariableName,,,,,,,,ClassName:ModuleUsage;,ClassName:StatefulPreferencesUsageService;,,,,,MethodName:getMostUsed;,,u,u,usage
Lorg/pdfsam/ui/selection/multiple/SelectionTableTest;.populate()Lorg/pdfsam/pdf/PdfDocumentDescriptor;|Ljava/lang/Exception;#ret,C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-fx/src/test/java/org/pdfsam/ui/selection/multiple/SelectionTableTest.java;,VariableName,,,,,,,,ClassName:PdfDocumentDescriptor;,ClassName:SelectionTableTest;,MethodName:newDescriptorNoPassword;VariableName:file;ClassName:PdfDocumentDescriptor;,MethodName:add;,ParameterName:e;,,MethodName:populate;,,ret,ret,request
Lorg/pdfsam/rotate/RotateSelectionPane;.lambda$0(Lorg/pdfsam/ui/selection/multiple/SelectionTableRowData;)Z#s#0#0,C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-rotate/src/main/java/org/pdfsam/rotate/RotateSelectionPane.java;,VariableName,,,,,,,,ClassName:SelectionTableRowData;,ClassName:RotateSelectionPane;,,,,,MethodName:apply;,,s,s,selection
Lorg/pdfsam/pdf/PdfDocumentDescriptorTest;.toPdfSource()V,C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-core/src/test/java/org/pdfsam/pdf/PdfDocumentDescriptorTest.java;,MethodName,,,,,,,,ClassName:void;,ClassName:PdfDocumentDescriptorTest;,,,,,,,toPdfSource,pdf,portable document format
Lorg/pdfsam/ui/dashboard/modules/ModulesDashboardTile;.lambda$1(Ljava/lang/String;)V#url#0#0,C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-gui/src/main/java/org/pdfsam/ui/dashboard/modules/ModulesDashboardTile.java;,VariableName,,,,,,,,ClassName:String;,ClassName:ModulesDashboardTile;,VariableName:helpButton;,MethodName:urlButton;,ParameterName:url;,,MethodName:ModulesDashboardTile;,,url,url,uniform resource locator
Lorg/pdfsam/splitbybookmarks/BookmarksLevelComboBoxTest;.invalidNoMaxBookmarksSet()V|Ljava/lang/Exception;,C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-split-by-bookmarks/src/test/java/org/pdfsam/splitbybookmarks/BookmarksLevelComboBoxTest.java;,MethodName,,,,,,,,ClassName:void;,ClassName:BookmarksLevelComboBoxTest;,,,,,,,invalidNoMaxBookmarksSet,max,maximum
Lorg/pdfsam/ui/selection/multiple/SelectionTable;.lambda$1(Ljava/lang/String;Ljavafx/collections/ListChangeListener$Change;)V#c#0#0,C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-fx/src/main/java/org/pdfsam/ui/selection/multiple/SelectionTable.java;,VariableName,,,,,,,,ClassName:Change<>;,ClassName:SelectionTable;,VariableName:selected;,,,,MethodName:SelectionTable;,,c,c,change
Lorg/pdfsam/ui/dialog/OpenWithDialog;.lambda$1(Lorg/pdfsam/ui/InputPdfArgumentsLoadRequest;Lorg/pdfsam/module/Module;)V#m#0#0,C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-gui/src/main/java/org/pdfsam/ui/dialog/OpenWithDialog.java;,VariableName,,,,,,,,ClassName:Module;,ClassName:OpenWithDialog;,VariableName:current;VariableName:loadEvent;,MethodName:activeteModule;,ParameterName:id;,,MethodName:initFor;,,m,m,module
Lorg/pdfsam/ui/selection/multiple/move/MoveType$2295;.lambda$0(Ljavafx/collections/ObservableList;Lorg/pdfsam/ui/selection/multiple/move/MultipleSelectionAndFocus;Ljava/lang/Integer;)V#i#0#0,C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-fx/src/main/java/org/pdfsam/ui/selection/multiple/move/MoveType.java;,VariableName,,,,,,,,ClassName:Integer;,,,MethodName:moveDown;,ParameterName:row;,,MethodName:move;,,i,i,integer
Lorg/pdfsam/ui/dashboard/preference/PreferenceCheckBox;.lambda$0(Lorg/pdfsam/context/UserContext;Ljavafx/beans/value/ObservableValue;Ljava/lang/Boolean;Ljava/lang/Boolean;)V#ov#0#0,C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-gui/src/main/java/org/pdfsam/ui/dashboard/preference/PreferenceCheckBox.java;,VariableName,,,,,,,,ClassName:ObservableValue<? extends Boolean>;,ClassName:PreferenceCheckBox;,,,,,MethodName:PreferenceCheckBox;,,ov,ov,observable value
Lorg/pdfsam/task/BulkRotateTaskTest;.lambda$5(Lorg/sejda/sambox/pdmodel/PDPage;)V#p#0#0,C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-service/src/test/java/org/pdfsam/task/BulkRotateTaskTest.java;,VariableName,,,,,,,,ClassName:PDPage;,ClassName:BulkRotateTaskTest;,,,,,MethodName:testExecuteEncrypted;,,p,p,page
Lorg/pdfsam/PdfsamApp;.getOpenCmd(Ljava/lang/String;)Ljava/lang/String;|Ljava/io/IOException;,C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-gui/src/main/java/org/pdfsam/PdfsamApp.java;,MethodName,,,,,,,,ClassName:String;,ClassName:PdfsamApp;,,,,ParameterName:url;,,,getOpenCmd,cmd,command
Lorg/pdfsam/ui/io/BaseRememberingLatestChooser;.doSetInitialDir(Lorg/pdfsam/ui/io/SetLatestDirectoryEvent;)V,C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-fx/src/main/java/org/pdfsam/ui/io/BaseRememberingLatestChooser.java;,MethodName,,,,,,,,ClassName:void;,ClassName:BaseRememberingLatestChooser;,,,,ParameterName:event;,,,doSetInitialDir,dir,directory
Lorg/pdfsam/ui/io/BasePdfVersionEvent;.getPdfVersion()Lorg/sejda/model/pdf/PdfVersion;,C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-fx/src/main/java/org/pdfsam/ui/io/PdfVersionCombo.java;C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-fx/src/test/java/org/pdfsam/ui/io/RemovePdfVersionConstraintEventTest.java;C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-fx/src/test/java/org/pdfsam/ui/io/BasePdfVersionEventTest.java;C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-fx/src/test/java/org/pdfsam/ui/io/PdfVersionConstrainedCheckBoxTest.java;C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-fx/src/main/java/org/pdfsam/ui/io/BasePdfVersionEvent.java;,MethodName,,,,,,,,ClassName:PdfVersion;,ClassName:BasePdfVersionEvent;,,MethodName:addFilter;MethodName:setVersion;MethodName:removeFilter;,ParameterName:version;ParameterName:version;ParameterName:version;,,,,getPdfVersion,pdf,portable document format
Lorg/pdfsam/ui/dashboard/modules/ModulesDashboardTileTest2;.supportVideoClick()V#openUrlListener,C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-gui/src/test/java/org/pdfsam/ui/dashboard/modules/ModulesDashboardTileTest2.java;,VariableName,,,,,,,TODO understand why if put in the same class it fails;,ClassName:Listener<OpenUrlRequest>;,ClassName:ModulesDashboardTileTest2;,ClassName:Listener;MethodName:mock;,,,,MethodName:supportVideoClick;,,openUrlListener,url,uniform resource locator
Lorg/pdfsam/ui/dashboard/QuickbarDashboardButtonsPaneTest;.lambda$5(Ljavafx/scene/Node;)Lorg/pdfsam/ui/dashboard/DashboardButton;#n#0#0,C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-gui/src/test/java/org/pdfsam/ui/dashboard/QuickbarDashboardButtonsPaneTest.java;,VariableName,,,,,,,,ClassName:Node;,ClassName:QuickbarDashboardButtonsPaneTest;,,,,,MethodName:select;,,n,n,node
Ljavafx/geometry/Point2D;,C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-fx/src/main/java/org/pdfsam/ui/selection/multiple/SelectionTable.java;C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-fx/src/main/java/org/pdfsam/ui/selection/single/SingleSelectionPane.java;C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-fx/src/main/java/org/pdfsam/ui/commons/ValidableTextField.java;C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-fx/src/main/java/org/pdfsam/ui/help/HelpUtils.java;,ClassName,,,,,,,,,,,,,,,,Point2D,d,display
Lorg/pdfsam/ui/dashboard/preference/PreferenceWorkspacePane;.(Lorg/pdfsam/ui/dashboard/preference/PreferenceBrowsableDirectoryField;Lorg/pdfsam/ui/dashboard/preference/PreferenceBrowsableFileField;Lorg/pdfsam/ui/dashboard/preference/PreferenceCheckBox;Lorg/pdfsam/ui/dashboard/preference/PreferenceCheckBox;)V#workigDirPane,C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-gui/src/main/java/org/pdfsam/ui/dashboard/preference/PreferenceWorkspacePane.java;,VariableName,,,,,,,,ClassName:HBox;,ClassName:PreferenceWorkspacePane;,ParameterName:workingDirectory;MethodName:helpIcon;ClassName:HBox;VariableName:i18n;MethodName:i18n;,,,,MethodName:PreferenceWorkspacePane;,,workigDirPane,dir,directory
Lorg/pdfsam/sound/PlaySoundController;.playSound(Ljava/lang/String;)V#soundURI#0#0,C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-gui/src/main/java/org/pdfsam/sound/PlaySoundController.java;,ParameterName,,,,,,,,ClassName:String;,,,,,,MethodName:playSound;,FieldName:okSoundURI;FieldName:errorSoundURI;,soundURI,uri,uniform resource identifier
Lorg/pdfsam/support/validation/PositiveIntRangeStringValidator;,C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-core/src/main/java/org/pdfsam/support/validation/PositiveIntRangeStringValidator.java;C:/PHDONE/runtime-EclipseApplication/pdfsam-master/pdfsam-core/src/main/java/org/pdfsam/support/validation/Validators.java;,ClassName,,,ClassName:PositiveIntegerStringValidator;,ClassName:Validator<String>;,MethodName:isValid;MethodName:PositiveIntRangeStringValidator;,FieldName:lower;FieldName:upper;,Validates that the input string is a valid positive integer in the given range author Andrea Vacondio;,,,,,,,,,PositiveIntRangeStringValidator,int,integer
