id,files,typeOfIdentifier,subclass,subsubclass,parents,ancestor,methods,fields,comment,type,enclosingClass,assignment,methodInvocated,parameterArgument,parameter,enclosingMethod,argument,name,abbr,expansion
Lnet/filebot/web/OMDbClient;.getMovieInfo(Ljava/lang/Integer;Ljava/lang/String;Ljava/lang/String;Z)Ljava/util/Map<Ljava/lang/String;Ljava/lang/String;>;|Ljava/lang/Exception;#y#0#2,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/web/OMDbClient.java;,ParameterName,,,,,,,,ClassName:String;,,,,,,MethodName:getMovieInfo;,ParameterName:movie;MethodName:getYear;MethodName:valueOf;,y,y,year
Lnet/filebot/web/WebRequest;.CHARSET_UTF8)Ljava/lang/String;,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/web/WebRequest.java;,FieldName,,,,,,,,ClassName:String;,ClassName:WebRequest;,,,,,,,CHARSET_UTF8,utf,unicode transformation format
Lnet/filebot/ui/rename/FormatDialog;.(Ljava/awt/Window;Lnet/filebot/ui/rename/FormatDialog$Mode;Lnet/filebot/format/MediaBindingBean;Z)V#initMode#0#1,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/ui/rename/FormatDialog.java;,ParameterName,,,,,,,initialize data;,ClassName:Mode;,,ParameterName:bindings;,MethodName:restoreSample;MethodName:setState;,ParameterName:mode;ParameterName:mode;,,MethodName:FormatDialog;,,initMode,init,initialize
Lnet/filebot/ui/sfv/ChecksumCell;.pcs)Ljavax/swing/event/SwingPropertyChangeSupport;,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/ui/sfv/ChecksumCell.java;,FieldName,,,,,,,,ClassName:SwingPropertyChangeSupport;,ClassName:ChecksumCell;,FieldName:taskListener;ClassName:SwingPropertyChangeSupport;,,,,,,pcs,pcs,property change support
Lnet/filebot/web/ShooterSubtitles;.getSubApiUrl()Ljava/net/URL;,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/web/ShooterSubtitles.java;,MethodName,,,,,,,,ClassName:URL;,ClassName:ShooterSubtitles;,VariableName:endpoint;,,,,,,getSubApiUrl,api,application programming interface
Ljava/time/ZoneOffset;.UTC)Ljava/time/ZoneOffset;,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/License.java;C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/format/MediaBindingBean.java;C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/web/WebRequest.java;,VariableName,,,,,,,avoid time zone issues by interpreting all dates and times as UTC;,ClassName:ZoneOffset;,ClassName:WebRequest;ClassName:License;ClassName:MediaBindingBean;,VariableName:days;FieldName:expires;,,,,MethodName:log;MethodName:License;MethodName:getAgeInDays;MethodName:getExpirationDate;,,UTC,utc,Coordinated Universal Time
Lnet/filebot/ui/subtitle/SubtitleDropTarget$3104;.dragExit(Ljava/awt/dnd/DropTargetEvent;)V#dte#0#0,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/ui/subtitle/SubtitleDropTarget.java;,ParameterName,,,,,,,,ClassName:DropTargetEvent;,,FieldName:dropHandler;,,,,MethodName:dragExit;,ParameterName:dtde;,dte,dte,Drop Target Event
Lnet/filebot/web/SortOrder;.DVD)Lnet/filebot/web/SortOrder;,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/web/TheTVDBClient.java;C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/web/SortOrder.java;C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/web/TheTVDBClientV1.java;C:/PHDONE/runtime-EclipseApplication/filebot-master/test/net/filebot/web/TheTVDBClientTest.java;,VariableName,,,,,,,,ClassName:SortOrder;,ClassName:TheTVDBClient;ClassName:TheTVDBClientTest;ClassName:TheTVDBClientV1;,VariableName:list;,MethodName:getEpisodeList;,ParameterName:sortOrder;,,MethodName:fetchSeriesData;MethodName:fetchSeriesData;MethodName:toString;MethodName:getEpisodeListNumberingDVD;,,DVD,dvd,Digital Video Disk
Lnet/filebot/ui/sfv/SwingWorkerCellRenderer;.repaint(Ljava/awt/Rectangle;)V#r#0#0,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/ui/sfv/SwingWorkerCellRenderer.java;,ParameterName,,,,,,,Overridden for performance reasons;,ClassName:Rectangle;,,,,,,MethodName:repaint;,,r,r,rectangle
Lnet/filebot/ui/sfv/HighlightPatternCellRenderer;.createReplacement(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;#cssFontWeight#0#2,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/ui/sfv/HighlightPatternCellRenderer.java;,ParameterName,,,,,,,,ClassName:String;,,,,,,MethodName:createReplacement;,VariableName:isError;,cssFontWeight,css,cascading style sheets
Lnet/filebot/similarity/FileSizeMetric;.getSimilarity(Ljava/lang/Object;Ljava/lang/Object;)F#l2,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/similarity/FileSizeMetric.java;,VariableName,,,,,,,,ClassName:long;,ClassName:FileSizeMetric;,MethodName:getLength;ParameterName:o2;,,,,MethodName:getSimilarity;,,l2,l,length
Lnet/filebot/util/ui/SwingUI;.showMultiValueInputDialog(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/String;Ljava/awt/Component;)Ljava/util/List<Ljava/lang/String;>;,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/ui/rename/EpisodeListMatcher.java;C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/util/ui/SwingUI.java;,MethodName,,,,,,,require user input;,ClassName:List<String>;,ClassName:SwingUI;,VariableName:input;VariableName:input;,,,ParameterName:title;ParameterName:message;ParameterName:parent;ParameterName:initialValue;,,,showMultiValueInputDialog,multi,multiple
Lorg/xml/sax/XMLReader;,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/web/WebRequest.java;,ClassName,,,,,,,,,,,,,,,,XMLReader,xml,extensible markup language
Lnet/filebot/StandardRenameAction;.revert(Ljava/io/File;Ljava/io/File;)Ljava/io/File;|Ljava/io/IOException;#originalAttr,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/StandardRenameAction.java;,VariableName,,,,,,,,ClassName:BasicFileAttributes;,,MethodName:toPath;VariableName:NOFOLLOW_LINKS;ClassName:BasicFileAttributes;ClassName:LinkOption;ParameterName:original;ClassName:Files;MethodName:readAttributes;,,,,MethodName:revert;,,originalAttr,attr,attributes
Lnet/filebot/util/ui/ListView;.addSelectionInterval(Ljava/awt/Rectangle;)V#p2,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/util/ui/ListView.java;,VariableName,,,,,,,,ClassName:Point;,ClassName:ListView;,VariableName:x;VariableName:width;ClassName:Point;VariableName:p1;ParameterName:selection;VariableName:endIndex;VariableName:height;VariableName:y;,,,,MethodName:addSelectionInterval;,,p2,p,point
Ljava/awt/geom/RectangularShape;.getMinY()D,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/util/ui/ProgressIndicator.java;C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/util/ui/GradientStyle.java;C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/platform/mac/DropToUnlock.java;,MethodName,,,,,,,,ClassName:double;,,VariableName:center;VariableName:start;VariableName:end;,,,,,,getMinY,min,minimum
Lnet/filebot/media/AutoDetection;.anyMatch(Ljava/io/File;Ljava/util/regex/Pattern;)Z#0#f,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/media/AutoDetection.java;,VariableName,,,,,,,episode characteristics override movie characteristics e g episodes in Movies folder which is considered a volume root;,ClassName:File;,ClassName:AutoDetection;,ParameterName:file;VariableName:f;MethodName:getParentFile;,MethodName:isVolumeRoot;,ParameterName:folder;,,MethodName:anyMatch;,,f,f,folder
Lnet/filebot/ui/rename/RenamePanel;.getDebugInfo()Ljava/lang/String;|Ljava/lang/Exception;,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/ui/rename/RenamePanel.java;,MethodName,,,,,,,copy debug information paths and objects;,ClassName:String;,ClassName:RenamePanel;,VariableName:text;,MethodName:withWaitCursor;MethodName:installAction;MethodName:newAction;,ParameterName:runnable;ParameterName:action;ParameterName:action;,,,,getDebugInfo,info,information
Ljavax/swing/plaf/TextUI;,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/ui/rename/CharacterHighlightPainter.java;,ClassName,,,,,,,determine locations;,,,,,,,,,TextUI,ui,user interface
Lnet/filebot/util/JsonUtilities;,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/util/JsonUtilities.java;C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/CachedResource.java;,ClassName,,,,,MethodName:asArray;MethodName:getEnumMap;MethodName:JsonUtilities;MethodName:asMapArray;MethodName:getArray;MethodName:getEnumMap;MethodName:getMap;MethodName:getDecimal;MethodName:json;MethodName:asMap;MethodName:readJson;MethodName:getInteger;MethodName:getString;MethodName:streamJsonObjects;MethodName:streamJsonObjects;MethodName:getMapArray;MethodName:getFirstMap;MethodName:getStringValue;,FieldName:EMPTY_ARRAY;,,,,,,,,,,JsonUtilities,json,javascript object notation
Lnet/filebot/similarity/DateMatcher$DateFilter;.minYear)I,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/similarity/DateMatcher.java;,FieldName,,,,,,,,ClassName:int;,ClassName:DateFilter;,ParameterName:minYear;MethodName:getYear;ParameterName:min;,,,,,,minYear,min,minimum
Lnet/filebot/util/ui/AbstractFancyListCellRenderer;.configureListCellRendererComponent(Ljavax/swing/JList;Ljava/lang/Object;IZZ)V#sc,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/util/ui/AbstractFancyListCellRenderer.java;,VariableName,,,,,,,,ClassName:Color;,ClassName:AbstractFancyListCellRenderer;,MethodName:getSelectionBackground;ParameterName:list;,MethodName:setHighlightColor;MethodName:setGradientColors;,ParameterName:highlightColor;ParameterName:gradientEndColor;ParameterName:gradientBeginColor;,,MethodName:configureListCellRendererComponent;,,sc,sc,selection
Lnet/filebot/cli/PseudoConsole;.(Ljava/io/InputStream;Ljava/io/PrintStream;Ljava/nio/charset/Charset;)V#cs#0#2,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/cli/PseudoConsole.java;,ParameterName,,,,,,,,ClassName:Charset;,,FieldName:writer;FieldName:reader;,,,,MethodName:PseudoConsole;,,cs,cs,charset
Lnet/filebot/similarity/EpisodeMetricsTest;.substringMetrics()V#fY2T2,C:/PHDONE/runtime-EclipseApplication/filebot-master/test/net/filebot/similarity/EpisodeMetricsTest.java;,VariableName,,,,,,,,ClassName:File;,ClassName:EpisodeMetricsTest;,ClassName:File;,MethodName:getSimilarity;,ParameterName:o2;,,MethodName:substringMetrics;,,fY2T2,f,file
Lnet/filebot/ui/sfv/ChecksumButton;.paintComponent(Ljava/awt/Graphics;)V#g#0#0,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/ui/sfv/ChecksumButton.java;,ParameterName,,,,,,,,ClassName:Graphics;,,VariableName:g2d;,,,,MethodName:paintComponent;,,g,g,graphics
Lnet/filebot/media/AutoDetection$Group;.lambda$3(Lnet/filebot/media/AutoDetection$Group;Lnet/filebot/media/AutoDetection$Type;)I#t#0#0,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/media/AutoDetection.java;,VariableName,,,,,,,,ClassName:Type;,ClassName:Group;ClassName:AutoDetection;,,,,,MethodName:compareTo;,,t,t,type
Lnet/filebot/ui/episodelist/SeasonSpinnerModel;.SEASON_MAX_VALUE)I,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/ui/episodelist/SeasonSpinnerModel.java;,FieldName,,,,,,,,ClassName:int;,ClassName:SeasonSpinnerModel;,VariableName:values;,,,,,,SEASON_MAX_VALUE,max,maximum
LCmdLineParser;,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/cli/BindingsHandler.java;C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/cli/ArgumentBean.java;,ClassName,,,,,,,,,,,,,,,,CmdLineParser,cmd,command
Lnet/filebot/ui/transfer/LoadAction;.getFileFilter(Lnet/filebot/ui/transfer/TransferablePolicy;)Lnet/filebot/util/FileUtilities$ExtensionFileFilter;#0#ftp,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/ui/transfer/LoadAction.java;,VariableName,,,,,,,,ClassName:FileTransferablePolicy;,ClassName:LoadAction;,ClassName:FileTransferablePolicy;ParameterName:transferablePolicy;,,,,MethodName:getFileFilter;MethodName:toString;,,ftp,ftp,File Transferable Policy
Lnet/filebot/util/ui/ColorTintImageFilter;.filterRGB(III)I#rgb#0#2,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/util/ui/ColorTintImageFilter.java;,ParameterName,,,,,,,,ClassName:int;,,VariableName:c;,,,,MethodName:filterRGB;,,rgb,rgb,red green blue
Ljava/nio/file/attribute/FileTime;.toMillis()J,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/similarity/TimeStampMetric.java;C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/media/MetaAttributes.java;C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/format/ExpressionFormatMethods.java;,MethodName,,,,,,,,ClassName:long;,,VariableName:creationDate;VariableName:creationTime;,,,,,,toMillis,millis,milliseconds
Lnet/filebot/vfs/SimpleFileInfo;,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/archive/SevenZipExecutable.java;C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/ui/filter/ExtractTool.java;C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/cli/CmdlineOperations.java;C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/ui/rename/RenamePanel.java;C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/vfs/SimpleFileInfo.java;C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/ui/rename/NamesListTransferablePolicy.java;C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/archive/SevenZipNativeBindings.java;C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/media/MetaAttributes.java;C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/archive/ApacheVFS.java;C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/torrent/Torrent.java;,ClassName,,,ClassName:Comparable<FileInfo>;ClassName:FileInfo;,,MethodName:compareTo;MethodName:getName;MethodName:getType;MethodName:equals;MethodName:SimpleFileInfo;MethodName:toString;MethodName:SimpleFileInfo;MethodName:getLength;MethodName:hashCode;MethodName:toFile;MethodName:getPath;,FieldName:length;FieldName:path;,ignore leading slash;,,,,,,,,,SimpleFileInfo,info,information
Lnet/filebot/cli/PseudoConsole;.format(Ljava/lang/String;[Ljava/lang/Object;)Ljava/io/PrintWriter;#fmt#0#0,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/cli/PseudoConsole.java;,ParameterName,,,,,,,,ClassName:String;,,,,,,MethodName:format;,,fmt,fmt,format
Lnet/filebot/web/ShooterSubtitles;.lambda$0(Ljava/util/Locale;)Z#l#0#0,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/web/ShooterSubtitles.java;,VariableName,,,,,,,,ClassName:Locale;,ClassName:ShooterSubtitles;,,,,,MethodName:getSubtitleList;,,l,l,locale
Lnet/filebot/similarity/FileSizeMetric;.getSimilarity(Ljava/lang/Object;Ljava/lang/Object;)F#l1,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/similarity/FileSizeMetric.java;,VariableName,,,,,,,,ClassName:long;,ClassName:FileSizeMetric;,ParameterName:o1;MethodName:getLength;,,,,MethodName:getSimilarity;,,l1,l,length
Lnet/filebot/ui/HistoryPanel;.add(Ljava/lang/String;Ljava/net/URI;Ljavax/swing/Icon;Ljava/lang/String;Ljava/lang/String;)V#c1,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/ui/HistoryPanel.java;,VariableName,,,,,,,,ClassName:JComponent;,ClassName:HistoryPanel;,ParameterName:link;ClassName:LinkButton;ParameterName:column1;ClassName:SwingConstants;VariableName:LEFT;ParameterName:icon;ClassName:JLabel;,,,,MethodName:add;,,c1,c,component
Lnet/filebot/cli/ScriptShell;.createScriptEngine()Ljavax/script/ScriptEngine;#config,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/cli/ScriptShell.java;,VariableName,,,,,,,,ClassName:CompilerConfiguration;,ClassName:ScriptShell;,VariableName:classLoader;ClassName:CompilerConfiguration;,,,,MethodName:createScriptEngine;,,config,config,configuration
Lnet/filebot/ui/MainFrame$PanelSelectionList$DragDropListener;.dragEnter(Ljava/awt/dnd/DropTargetDragEvent;)V#dtde#0#0,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/ui/MainFrame.java;,ParameterName,,,,,,,,ClassName:DropTargetDragEvent;,,FieldName:dragEnterTimer;,MethodName:invokeLater;,ParameterName:runnable;,,MethodName:dragEnter;,,dtde,dtde,Drop Target Drag Event
Lnet/filebot/platform/gnome/NativeGVFS;.getPathForURI(Ljava/net/URI;)Ljava/io/File;#uri#0#0,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/platform/gnome/NativeGVFS.java;,ParameterName,,,,,,,,ClassName:URI;,,VariableName:gfile;,,,,MethodName:getPathForURI;,,uri,uri,uniform resource identifier
Lnet/filebot/similarity/EpisodeMetrics$18593;.getHint(Ljava/lang/Object;)Ljava/util/Set<Ljava/lang/String;>;#o#0#0,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/similarity/EpisodeMetrics.java;,ParameterName,,,,,,,,ClassName:Object;,,,MethodName:listPathTail;,ParameterName:file;,,MethodName:getHint;,ParameterName:o2;ParameterName:o1;,o,o,object
Lnet/filebot/util/TeePrintStream;.write([B)V|Ljava/io/IOException;#b#0#0,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/util/TeePrintStream.java;,ParameterName,,,,,,,,ClassName:byte[];,,,,,,MethodName:write;,,b,b,byte
Lnet/filebot/media/MediaDetection;.detectSeriesNames(Ljava/util/Collection<Ljava/io/File;>;Ljava/util/List<Lnet/filebot/media/IndexEntry<Lnet/filebot/web/SearchResult;>;>;Ljava/util/Locale;)Ljava/util/List<Ljava/lang/String;>;|Ljava/lang/Exception;#3#0#0#0#0#sn,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/media/MediaDetection.java;,VariableName,,,,,,,,ClassName:String;,ClassName:MediaDetection;,VariableName:sn2;VariableName:fn;VariableName:seriesNameMatcher;MethodName:matchByEpisodeIdentifier;,,,,MethodName:detectSeriesNames;,,sn,sn,series name
Lnet/filebot/ui/filter/MediaInfoTool;.lambda$5(Ljava/util/List;Lnet/filebot/ui/filter/MediaInfoTool$MediaInfoKey;)[Ljava/lang/String;#k#0#0,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/ui/filter/MediaInfoTool.java;,VariableName,,,,,,,,ClassName:MediaInfoKey;,ClassName:MediaInfoTool;,VariableName:values;,,,,MethodName:createModelInBackground;,,k,k,key
Lnet/filebot/StandardRenameAction$1917;.rename(Ljava/io/File;Ljava/io/File;)Ljava/io/File;|Ljava/lang/Exception;#dest,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/StandardRenameAction.java;,VariableName,,,,,,,c copy files using clonefile reflink copy files using reflink;,ClassName:File;,,MethodName:resolveDestination;ClassName:FileUtilities;ParameterName:to;ParameterName:from;,,,,MethodName:rename;,,dest,dest,destination
Lnet/filebot/similarity/SeasonEpisodeMatcher;.multi(Ljava/lang/String;[Ljava/lang/String;)Ljava/util/List<Lnet/filebot/similarity/SeasonEpisodeMatcher$SxE;>;#s,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/similarity/SeasonEpisodeMatcher.java;,VariableName,,,,,,,,ClassName:Integer;,ClassName:SeasonEpisodeMatcher;,MethodName:matchInteger;ParameterName:season;,,,,MethodName:multi;,,s,s,season
Lnet/filebot/web/TheTVDBClientV1;.getArtwork(ILjava/lang/String;Ljava/util/Locale;)Ljava/util/List<Lnet/filebot/web/Artwork;>;|Ljava/lang/Exception;#dom,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/web/TheTVDBClientV1.java;,VariableName,,,,,,,,ClassName:Document;,ClassName:TheTVDBClientV1;,ClassName:MirrorType;MethodName:getXmlResource;VariableName:XML;ParameterName:id;,MethodName:streamNodes;,ParameterName:node;,,MethodName:getArtwork;,,dom,dom,document
Lnet/filebot/format/AssociativeEnumObject;.toArray<T:Ljava/lang/Object;>([TT;)[TT;#a#0#0,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/format/AssociativeEnumObject.java;,ParameterName,,,,,,,,ClassName:T[];,,,,,,MethodName:toArray;,,a,a,array
Lnet/filebot/web/SeriesInfo;.(Lnet/filebot/web/Datasource;Lnet/filebot/web/SortOrder;Ljava/util/Locale;Ljava/lang/Integer;)V,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/web/SeriesInfo.java;,MethodName,,,,,,,,,ClassName:SeriesInfo;,,,,ParameterName:database;ParameterName:language;ParameterName:order;ParameterName:id;,,,SeriesInfo,info,information
Lnet/filebot/similarity/CrossPropertyMetric;.getSimilarity(Ljava/lang/Object;Ljava/lang/Object;)F#m1,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/similarity/CrossPropertyMetric.java;,VariableName,,,,,,,,ClassName:Map<String_Object>;,ClassName:CrossPropertyMetric;,VariableName:feedback;ParameterName:o1;MethodName:getProperties;,MethodName:getSimilarity;,ParameterName:o1;,,MethodName:getSimilarity;,,m1,m,map
Lnet/filebot/ui/subtitle/SubtitlePanel$QueryFilter;.remove(Ljava/lang/String;)Ljava/lang/String;#s#0#0,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/ui/subtitle/SubtitlePanel.java;,ParameterName,,,,,,,,ClassName:String;,,,,,,MethodName:remove;,,s,s,string
Lnet/filebot/media/MetaAttributes;.toJson(Ljava/lang/Object;)Ljava/lang/String;,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/format/MediaBindingBean.java;C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/ui/rename/RenamePanel.java;C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/ui/rename/FormatDialog.java;C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/media/MetaAttributes.java;,MethodName,,,,,,,,ClassName:String;,ClassName:MetaAttributes;,FieldName:changeSampleAction;,MethodName:newAction;MethodName:put;,ParameterName:value;ParameterName:action;,ParameterName:object;,,,toJson,json,javascript object notation
Lnet/filebot/ui/episodelist/SeasonSpinnerModel;.YEAR_SEASON_MIN_VALUE)I,C:/PHDONE/runtime-EclipseApplication/filebot-master/source/net/filebot/ui/episodelist/SeasonSpinnerModel.java;,FieldName,,,,,,,,ClassName:int;,ClassName:SeasonSpinnerModel;,VariableName:values;,,,,,,YEAR_SEASON_MIN_VALUE,min,minimum
