id,files,typeOfIdentifier,subclass,subsubclass,parents,ancestor,methods,fields,comment,type,enclosingClass,assignment,methodInvocated,parameterArgument,parameter,enclosingMethod,argument,name,abbr,expansion
Lorg/besus/meice/oramtt/util/ConnectionManager;.url)Ljava/lang/String;,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/util/ConnectionManager.java;,FieldName,,,,,,,,ClassName:String;,ClassName:ConnectionManager;,FieldName:conn;,,,,,,url,url,uniform resource locator
Lorg/besus/meice/oramtt/ui/DatabaseFrame;.initializeTree()V#0#0#0#0#tbNodeColDetails,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/DatabaseFrame.java;,VariableName,,,,,,,,ClassName:DefaultMutableTreeNode;,ClassName:DatabaseFrame;,VariableName:col;ClassName:DefaultMutableTreeNode;,,,,MethodName:initializeTree;,,tbNodeColDetails,col,column
Lorg/besus/meice/oramtt/ui/RelationDialog;.lblRelationName)Ljavax/swing/JLabel;,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/RelationDialog.java;,FieldName,,,,,,,,ClassName:JLabel;,ClassName:RelationDialog;,ClassName:JLabel;,,,,,,lblRelationName,lbl,label
Lorg/besus/meice/oramtt/dao/TableDetails;.UpdateCell(Ljava/util/Map<Ljava/lang/String;Ljava/lang/Object;>;Ljava/lang/String;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/String;)I#0#0#rs,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/dao/TableDetails.java;,VariableName,,,,,,,,ClassName:ResultSet;,ClassName:TableDetails;,MethodName:executeQuery;VariableName:pstmt;VariableName:key;VariableName:primaryKey;,,,,MethodName:UpdateCell;,,rs,rs,result set
Lorg/besus/meice/oramtt/ui/DatabaseFrame;.initializeTree()V#0#0#tbNodeCol,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/DatabaseFrame.java;,VariableName,,,,,,,,ClassName:DefaultMutableTreeNode;,ClassName:DatabaseFrame;,ClassName:DefaultMutableTreeNode;,,,,MethodName:initializeTree;,,tbNodeCol,tb,tool bar
Lorg/besus/meice/oramtt/ui/ERDCanvas;.paint(Ljava/awt/Graphics;)V#0#0#definingLoc2,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/ERDCanvas.java;,VariableName,,,,,,,,ClassName:Point;,ClassName:ERDCanvas;,VariableName:model;MethodName:getReleasePoint;,MethodName:paint;,ParameterName:definingLoc2;,,MethodName:paint;,,definingLoc2,loc,location
Lorg/besus/meice/oramtt/ui/ConstraintDailog;.refLabel)Ljavax/swing/JLabel;,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/ConstraintDailog.java;,FieldName,,,,,,,,ClassName:JLabel;,ClassName:ConstraintDailog;,,,,,,,refLabel,ref,reference
Lorg/besus/meice/oramtt/ui/AttributeDialog;.lblAttributeSize)Ljavax/swing/JLabel;,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/AttributeDialog.java;,FieldName,,,,,,,,ClassName:JLabel;,ClassName:AttributeDialog;,ClassName:JLabel;,,,,,,lblAttributeSize,lbl,label
Lorg/besus/meice/oramtt/ui/RelationDialog;.cmbRelationType)Ljavax/swing/JComboBox<>;,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/RelationDialog.java;,FieldName,,,,,,,,ClassName:JComboBox;,ClassName:RelationDialog;,ClassName:String;ClassName:JComboBox;VariableName:type;,,,,,,cmbRelationType,cmb,combo
Lorg/besus/meice/oramtt/dao/TableDetails;.retriveColumnDetails(Ljava/lang/String;)Ljava/util/List<Ljava/lang/String;>;#conn,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/dao/TableDetails.java;,VariableName,,,,,,,,ClassName:Connection;,ClassName:TableDetails;,ClassName:ConnectionManager;VariableName:pstmt;MethodName:openConnection;,,,,MethodName:retriveColumnDetails;,,conn,conn,connection
Lorg/besus/meice/oramtt/Main$205;.run()V#0#1#e,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/Main.java;,VariableName,,,,,,,,ClassName:Exception;,ClassName:Main;,,,,,MethodName:run;MethodName:main;,,e,e,exception
Lorg/besus/meice/oramtt/dao/TableDetails;.insertRow(Ljava/util/Map<Ljava/lang/Integer;Ljava/lang/Object;>;Ljava/lang/String;I)I#0#1#e,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/dao/TableDetails.java;,VariableName,,,,,,,e printStackTrace;,ClassName:SQLException;,ClassName:TableDetails;,FieldName:errorMessage;,,,,MethodName:insertRow;,,e,e,error
Lorg/besus/meice/oramtt/erd/model/Attribute;.getConnectionPoints(Ljava/awt/Point;Ljava/awt/Point;)[I#p1#0#0,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/erd/model/Attribute.java;,ParameterName,,,,,,,,ClassName:Point;,,VariableName:xDistance;VariableName:xDistance;VariableName:angle;VariableName:xDistance;VariableName:xDistance;,,,,MethodName:getConnectionPoints;,VariableName:centrePointOfEntity;,p1,p,point
Lorg/besus/meice/oramtt/ui/DatabaseFrame;.initializeTree()V#0#0#tbNodeInd,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/DatabaseFrame.java;,VariableName,,,,,,,,ClassName:DefaultMutableTreeNode;,ClassName:DatabaseFrame;,ClassName:DefaultMutableTreeNode;,,,,MethodName:initializeTree;,,tbNodeInd,ind,indices
Lorg/besus/meice/oramtt/ui/DatabaseFrame;.initializeTree()V#0#0#tbNodeCol,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/DatabaseFrame.java;,VariableName,,,,,,,,ClassName:DefaultMutableTreeNode;,ClassName:DatabaseFrame;,ClassName:DefaultMutableTreeNode;,,,,MethodName:initializeTree;,,tbNodeCol,col,column
Lorg/besus/meice/oramtt/dao/PopupHandler;.loc)Ljava/awt/Point;,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/dao/PopupHandler.java;,FieldName,,,,,,,,ClassName:Point;,ClassName:PopupHandler;,MethodName:getPoint;ParameterName:e;FieldName:ma;,,,,,,loc,loc,location
Lorg/besus/meice/oramtt/dao/TableDetails;.retriveColumnDetails(Ljava/lang/String;)Ljava/util/List<Ljava/lang/String;>;#0#0#0#colName,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/dao/TableDetails.java;,VariableName,,,,,,,,ClassName:String;,ClassName:TableDetails;,VariableName:rs;MethodName:getString;,,,,MethodName:retriveColumnDetails;,,colName,col,column
Lorg/besus/meice/oramtt/util/ConnectionManager;.uid)Ljava/lang/String;,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/util/ConnectionManager.java;,FieldName,,,,,,,,ClassName:String;,ClassName:ConnectionManager;,FieldName:conn;,,,,,,uid,uid,user identifier
Lorg/besus/meice/oramtt/ui/AttributeDialog;.lblAttributeName)Ljavax/swing/JLabel;,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/AttributeDialog.java;,FieldName,,,,,,,,ClassName:JLabel;,ClassName:AttributeDialog;,ClassName:JLabel;,,,,,,lblAttributeName,lbl,label
Lorg/besus/meice/oramtt/ui/ConstraintDailog;.setForeignKeyRefDesc(Ljava/lang/String;)V,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/dao/TableDetails.java;C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/ConstraintDailog.java;,MethodName,,,,,,,,ClassName:void;,ClassName:ConstraintDailog;,,,,ParameterName:foreignKeyRefDesc;,,,setForeignKeyRefDesc,desc,description
Lorg/besus/meice/oramtt/ui/RelationDialog;.lblRelationType)Ljavax/swing/JLabel;,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/RelationDialog.java;,FieldName,,,,,,,,ClassName:JLabel;,ClassName:RelationDialog;,ClassName:JLabel;,,,,,,lblRelationType,lbl,label
Lorg/besus/meice/oramtt/dao/TableDetails;.retriveConstraints(Ljava/lang/String;)Ljava/util/List<Ljava/lang/String;>;#0#0#0#0#foreignKeyVal,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/dao/TableDetails.java;,VariableName,,,,,,,foreignKeyVal;,ClassName:String;,ClassName:TableDetails;,MethodName:substring;VariableName:remPart;MethodName:indexOf;,,,,MethodName:retriveConstraints;,,foreignKeyVal,val,value
Lorg/besus/meice/oramtt/ui/ConstraintDailog;.setForeignKeyRefDesc(Ljava/lang/String;)V#foreignKeyRefDesc#0#0,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/ConstraintDailog.java;,ParameterName,,,,,,,,ClassName:String;,,FieldName:foreignKeyRefDesc;ClassName:ConstraintDailog;,,,,MethodName:setForeignKeyRefDesc;,VariableName:key;,foreignKeyRefDesc,ref,reference
Lorg/besus/meice/oramtt/ui/ConstraintDailog;.serialVersionUID)J,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/ConstraintDailog.java;,FieldName,,,,,,,;,ClassName:long;,ClassName:ConstraintDailog;,,,,,,,serialVersionUID,uid,user identifier
Lorg/besus/meice/oramtt/ui/RelationDialog;.cmbToEntity)Ljavax/swing/JComboBox<>;,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/RelationDialog.java;,FieldName,,,,,,,,ClassName:JComboBox;,ClassName:RelationDialog;,VariableName:toEntity;ClassName:JComboBox;,,,,,,cmbToEntity,cmb,combo
Lorg/besus/meice/oramtt/ui/ConstraintDailog;.getForeignKeyRefDesc()Ljava/lang/String;,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/ConstraintDailog.java;,MethodName,,,,,,,,ClassName:String;,ClassName:ConstraintDailog;,,,,,,,getForeignKeyRefDesc,desc,description
Lorg/besus/meice/oramtt/ui/DatabaseFrame;.getMenuItem(Ljava/lang/String;Ljava/awt/event/ActionListener;)Ljavax/swing/JMenuItem;#al#0#1,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/DatabaseFrame.java;,ParameterName,,,,,,,,ClassName:ActionListener;,,,,,,MethodName:getMenuItem;,FieldName:handler;,al,al,action listener
Lorg/besus/meice/oramtt/dao/TableDetails;.getTableData(Ljava/lang/String;Ljava/util/List<Ljava/lang/String;>;)[[Ljava/lang/Object;#0#0#1#i,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/dao/TableDetails.java;,VariableName,,,,,,,,ClassName:int;,ClassName:TableDetails;,VariableName:rowCount;VariableName:rs;MethodName:getObject;VariableName:data;VariableName:i;,,,,MethodName:getTableData;,,i,i,index
Lorg/besus/meice/oramtt/ui/RelationDialog;.lblToEntity)Ljavax/swing/JLabel;,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/RelationDialog.java;,FieldName,,,,,,,,ClassName:JLabel;,ClassName:RelationDialog;,ClassName:JLabel;,,,,,,lblToEntity,lbl,label
Lorg/besus/meice/oramtt/ui/DatabaseFrame$8878;.actionPerformed(Ljava/awt/event/ActionEvent;)V#tcl,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/DatabaseFrame.java;,VariableName,,,,,,,System out println IN INSERT PART For Updating each Cell;,ClassName:TableCellListener;,ClassName:DatabaseFrame;,ParameterName:e;MethodName:getSource;FieldName:action;ClassName:TableCellListener;VariableName:act;,MethodName:UpdateCell;,ParameterName:updatedValue;ParameterName:oldValue;ParameterName:attributeName;,,MethodName:actionPerformed;,,tcl,tcl,table cell listener
Lorg/besus/meice/oramtt/dao/TableDetails;.retriveColumnDetails(Ljava/lang/String;)Ljava/util/List<Ljava/lang/String;>;#0#0#0#colType,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/dao/TableDetails.java;,VariableName,,,,,,,,ClassName:String;,ClassName:TableDetails;,VariableName:rs;MethodName:getString;,,,,MethodName:retriveColumnDetails;,,colType,col,column
Lorg/besus/meice/oramtt/ui/ConstraintDailog;.setForeignKeyRefDesc(Ljava/lang/String;)V,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/dao/TableDetails.java;C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/ConstraintDailog.java;,MethodName,,,,,,,,ClassName:void;,ClassName:ConstraintDailog;,,,,ParameterName:foreignKeyRefDesc;,,,setForeignKeyRefDesc,ref,reference
Lorg/besus/meice/oramtt/erd/model/Attribute;.paint(Ljava/awt/Point;Ljava/awt/Point;)V#g,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/erd/model/Attribute.java;,VariableName,,,,,,,,ClassName:Graphics;,ClassName:Attribute;,MethodName:getGraphics;MethodName:getEditor;,,,,MethodName:paint;,,g,g,graphics
Lorg/besus/meice/oramtt/ui/AttributeDialog;.cmbEntity)Ljavax/swing/JComboBox<>;,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/AttributeDialog.java;,FieldName,,,,,,,,ClassName:JComboBox;,ClassName:AttributeDialog;,VariableName:entity;ClassName:JComboBox;,,,,,,cmbEntity,cmb,combo
Lorg/besus/meice/oramtt/ui/ConstraintDailog;.setForeignKeyRefDesc(Ljava/lang/String;)V#foreignKeyRefDesc#0#0,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/ConstraintDailog.java;,ParameterName,,,,,,,,ClassName:String;,,FieldName:foreignKeyRefDesc;ClassName:ConstraintDailog;,,,,MethodName:setForeignKeyRefDesc;,VariableName:key;,foreignKeyRefDesc,desc,description
Ljava/sql/SQLException;,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/util/ConnectionManager.java;C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/dao/TableDetails.java;,ClassName,,,,,,,,,,,,,,,,SQLException,sql,structured query language
Lorg/besus/meice/oramtt/dao/PopupHandler;.actionPerformed(Ljava/awt/event/ActionEvent;)V#ac,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/dao/PopupHandler.java;,VariableName,,,,,,,,ClassName:String;,ClassName:PopupHandler;,MethodName:getActionCommand;ParameterName:e;,,,,MethodName:actionPerformed;,,ac,ac,action
Lorg/besus/meice/oramtt/ui/DatabaseFrame;.initializeTree()V#0#0#0#0#tbNodeColDetails,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/DatabaseFrame.java;,VariableName,,,,,,,,ClassName:DefaultMutableTreeNode;,ClassName:DatabaseFrame;,VariableName:col;ClassName:DefaultMutableTreeNode;,,,,MethodName:initializeTree;,,tbNodeColDetails,tb,tool bar
Lorg/besus/meice/oramtt/ui/DatabaseFrame;.getMenuItem(Ljava/lang/String;Ljava/awt/event/ActionListener;)Ljavax/swing/JMenuItem;#s#0#0,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/DatabaseFrame.java;,ParameterName,,,,,,,,ClassName:String;,,VariableName:menuItem;,,,,MethodName:getMenuItem;,,s,s,string
Lorg/besus/meice/oramtt/ui/RelationDialog;.txtName)Ljavax/swing/JTextField;,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/RelationDialog.java;,FieldName,,,,,,,,ClassName:JTextField;,ClassName:RelationDialog;,ClassName:JTextField;VariableName:name;,,,,,,txtName,txt,text
Lorg/besus/meice/oramtt/ui/RelationDialog;.lblFromEntity)Ljavax/swing/JLabel;,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/RelationDialog.java;,FieldName,,,,,,,,ClassName:JLabel;,ClassName:RelationDialog;,ClassName:JLabel;,,,,,,lblFromEntity,lbl,label
Lorg/besus/meice/oramtt/ui/AttributeDialog;.cmbDataType)Ljavax/swing/JComboBox<>;,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/ui/AttributeDialog.java;,FieldName,,,,,,,,ClassName:JComboBox;,ClassName:AttributeDialog;,VariableName:type;ClassName:JComboBox;,,,,,,cmbDataType,cmb,combo
Lorg/besus/meice/oramtt/dao/TableDetails;.getTableNames()Ljava/util/List<Ljava/lang/String;>;#0#0#pstmt,C:/PHDONE/runtime-EclipseApplication/DB-Manager-master/src/org/besus/meice/oramtt/dao/TableDetails.java;,VariableName,,,,,,,,ClassName:PreparedStatement;,ClassName:TableDetails;,VariableName:rs;VariableName:conn;ClassName:QueryConstants;MethodName:prepareStatement;FieldName:TABLE_SELECTION_MYSQL;,,,,MethodName:getTableNames;,,pstmt,pstmt,prepared statement
