id,files,typeOfIdentifier,subclass,subsubclass,parents,ancestor,methods,fields,comment,type,enclosingClass,assignment,methodInvocated,parameterArgument,parameter,enclosingMethod,argument,name,abbr,expansion
Lnet/sf/portecle/DKeyStoreReport;.getKeyStoreReportXml()Ljava/lang/String;|Lnet/sf/portecle/crypto/CryptoException;|Ljavax/xml/parsers/ParserConfigurationException;|Ljavax/xml/transform/TransformerException;#xml,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DKeyStoreReport.java;,VariableName,,,,,,,,ClassName:StringWriter;,ClassName:DKeyStoreReport;,ClassName:StringWriter;,,,,MethodName:getKeyStoreReportXml;,,xml,xml,extensible markup language
Lnet/sf/portecle/DKeyStoreReport;.getKeyStoreReport()Ljava/lang/String;|Lnet/sf/portecle/crypto/CryptoException;#0#0#0#2#0#0#sValidTo,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DKeyStoreReport.java;,VariableName,,,,,,,,ClassName:String;,ClassName:DKeyStoreReport;,VariableName:MEDIUM;MethodName:format;VariableName:dValidTo;MethodName:getDateTimeInstance;ClassName:DateFormat;,,,,MethodName:getKeyStoreReport;,,sValidTo,s,string
Lnet/sf/portecle/crypto/X509Ext;.getCertificatePoliciesStringValue([B)Ljava/lang/String;|Ljava/io/IOException;#pSeq,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/X509Ext.java;,VariableName,,,,,,,,ClassName:ASN1Sequence;,ClassName:X509Ext;,MethodName:fromByteArray;ParameterName:bValue;ClassName:ASN1Primitive;VariableName:len;ClassName:ASN1Sequence;VariableName:pi;,,,,MethodName:getCertificatePoliciesStringValue;,,pSeq,seq,sequence
Lnet/sf/portecle/crypto/X509Ext;.getMicrosoftCertificateTemplateV2StringValue([B)Ljava/lang/String;|Ljava/io/IOException;#seq,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/X509Ext.java;,VariableName,,,,,,,,ClassName:ASN1Sequence;,ClassName:X509Ext;,MethodName:fromByteArray;ClassName:ASN1Primitive;ParameterName:bValue;ClassName:ASN1Sequence;VariableName:derInt;,,,,MethodName:getMicrosoftCertificateTemplateV2StringValue;,,seq,seq,sequence
Lnet/sf/portecle/FPortecle;.changeKeyStoreType(Lnet/sf/portecle/crypto/KeyStoreType;)Z#0#0#1#oldExts,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,VariableName,,,,,,,,ClassName:Set<String>;,ClassName:FPortecle;,FieldName:m_keyStoreWrap;MethodName:getKeyStoreType;MethodName:getFilenameExtensions;,,,,MethodName:changeKeyStoreType;,,oldExts,exts,extensions
Lnet/sf/portecle/gui/JMenuItemRecentFile;.m_iPosition)I,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/JMenuItemRecentFile.java;,FieldName,,,,,,,Menu s position in its recent file list maintained by JMenuRecentFiles;,ClassName:int;,ClassName:JMenuItemRecentFile;,ParameterName:iPosition;,,,,,,m_iPosition,m,menu
Lnet/sf/portecle/DGenerateCertificate;.populateSigAlgs(Lnet/sf/portecle/crypto/KeyPairType;Ljavax/swing/JComboBox<Lnet/sf/portecle/crypto/SignatureType;>;)V#0#st,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DGenerateCertificate.java;,VariableName,,,,,,,,ClassName:SignatureType;,ClassName:DGenerateCertificate;,,,,,MethodName:populateSigAlgs;,,st,st,signature type
Lnet/sf/portecle/FPortecle;.REQ_BC_VERSION)Ljava/lang/Double;,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,FieldName,,,,,,,Minimum required BC version;,ClassName:Double;,ClassName:FPortecle;,,,,,,,REQ_BC_VERSION,req,required
Lnet/sf/portecle/crypto/X509Ext;.getMicrosoftPreviousCACertificateHashStringValue([B)Ljava/lang/String;|Ljava/io/IOException;#derOctetStr,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/X509Ext.java;,VariableName,,,,,,,,ClassName:DEROctetString;,ClassName:X509Ext;,MethodName:fromByteArray;VariableName:bKeyIdent;ClassName:DEROctetString;ClassName:ASN1Primitive;ParameterName:bValue;,,,,MethodName:getMicrosoftPreviousCACertificateHashStringValue;,,derOctetStr,str,string
Lnet/sf/portecle/StringUtil;.toHex(Ljava/lang/Object;ILjava/lang/String;)Ljava/lang/StringBuilder;#bigInt,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/StringUtil.java;,VariableName,,,,,,,,ClassName:BigInteger;,ClassName:StringUtil;,VariableName:sb;ClassName:BigInteger;MethodName:getValue;ParameterName:obj;ClassName:ASN1Integer;,,,,MethodName:toHex;,,bigInt,int,integer
Lnet/sf/portecle/FPortecle;.PREFS)Ljava/util/prefs/Preferences;,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,FieldName,,,,,,,Get and store non GUI related application properties not present or are invalid Application preferences present or is invalid Get the size of the keystore table panel from the application preferences Use the look and feel Use look feel s decoration;,ClassName:Preferences;,ClassName:FPortecle;,ClassName:FPortecle;ClassName:Preferences;VariableName:sRecentFile;FieldName:m_bUseCaCerts;VariableName:iAliasWidth;MethodName:userNodeForPackage;VariableName:iHeight;VariableName:iWidth;VariableName:iXPos;VariableName:iYPos;VariableName:bLookFeelDecorated;FieldName:m_fCaCertsFile;,,,,,,PREFS,prefs,preferences
Lnet/sf/portecle/crypto/X509Ext;.getKeyUsageStringValue([B)Ljava/lang/String;|Ljava/io/IOException;#val,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/X509Ext.java;,VariableName,,,,,,,,ClassName:int;,ClassName:X509Ext;,MethodName:fromByteArray;MethodName:intValue;ClassName:ASN1Primitive;ClassName:DERBitString;ParameterName:bValue;,,,,MethodName:getKeyUsageStringValue;,,val,val,value
Ljavax/swing/UIManager;,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DOptions.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,ClassName,,,,,,,Default look amp feel class name Look feel Current Look and Feel;,,,,,,,,,UIManager,ui,user interface
Lnet/sf/portecle/FileChooserFactory;.CSR_FILE_DESC)Ljava/lang/String;,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FileChooserFactory.java;,FieldName,,,,,,,Description for PKCS CSR files;,ClassName:String;,ClassName:FileChooserFactory;,MethodName:format;FieldName:RB;FieldName:CSR_EXTS;VariableName:extFilter;MethodName:toWildcards;ClassName:MessageFormat;MethodName:getString;,,,,,,CSR_FILE_DESC,desc,description
Lnet/sf/portecle/gui/jar/JarInfoTableModel;.load([Ljava/util/jar/JarFile;)V|Ljava/io/IOException;#0#0#col,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/jar/JarInfoTableModel.java;,VariableName,,,,,,,Populate the implementation title column Populate the specification version column Populate the file column Populate the implementation version column Populate the specification title column Populate the size column Populate the specification vendor column Populate the implementation vendor column;,ClassName:int;,ClassName:JarInfoTableModel;,VariableName:sImplementationTitle;MethodName:length;VariableName:sSpecificationVersion;VariableName:sImplementationVersion;VariableName:sImplementationVendor;MethodName:getName;VariableName:file;VariableName:sSpecificationTitle;VariableName:sSpecificationVendor;,,,,MethodName:load;,,col,col,column
Lnet/sf/portecle/gui/LastDir;.updateLastDir(Ljava/io/File;)V,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/LastDir.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,MethodName,,,,,,,Update the LastDir object based on the supplied file If the file exists and is a directory it is used if it exists and is a regular file then its parent is used param file Used to set last directory;,ClassName:void;,ClassName:LastDir;,,,,ParameterName:file;,,,updateLastDir,dir,directory
Lnet/sf/portecle/FPortecle;.examineCertSSL(Ljava/net/InetSocketAddress;)Z#ss,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,VariableName,,,,,,,,ClassName:SSLSocket;,ClassName:FPortecle;,ParameterName:ia;VariableName:sf;ClassName:SSLSocket;VariableName:socket;MethodName:createSocket;MethodName:getPort;MethodName:getHostString;VariableName:sess;,,,,MethodName:examineCertSSL;,,ss,ss,ssl socket
Lnet/sf/portecle/gui/FileExtFilter;.accept(Ljava/io/File;)Z#sFileExt,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/FileExtFilter.java;,VariableName,,,,,,,,ClassName:String;,ClassName:FileExtFilter;,MethodName:getExtension;ParameterName:file;,,,,MethodName:accept;,,sFileExt,ext,extension
Lnet/sf/portecle/DGenerateCertificate;.populateSigAlgs(Lnet/sf/portecle/crypto/KeyPairType;Ljavax/swing/JComboBox<Lnet/sf/portecle/crypto/SignatureType;>;)V,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DGenerateCertificate.java;,MethodName,,,,,,,Populate the signature algorithm combo box with the signature algorithms applicable to the key pair algorithm Also set a sane default selected item and disable the combo box if it has less than items param type key pair type param combo the combo box to populate;,ClassName:void;,ClassName:DGenerateCertificate;,,,,ParameterName:combo;ParameterName:type;,,,populateSigAlgs,algs,algorithms
Lnet/sf/portecle/crypto/X509Ext;.getNovellQualityAttr(Lorg/bouncycastle/asn1/ASN1Sequence;)Ljava/lang/CharSequence;#ksqv,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/X509Ext.java;,VariableName,,,,,,,,ClassName:BigInteger;,ClassName:X509Ext;,MethodName:getValue;ClassName:ASN1Integer;VariableName:ksq;ParameterName:seq;MethodName:getObjectAt;,MethodName:getRes;,ParameterName:key;,,MethodName:getNovellQualityAttr;,,ksqv,ksqv,key storage quality value
Lnet/sf/portecle/KeyStoreTableModel;.load(Ljava/security/KeyStore;)V|Ljava/security/KeyStoreException;#0#en,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/KeyStoreTableModel.java;,VariableName,,,,,,,,ClassName:Enumeration<String>;,ClassName:KeyStoreTableModel;,MethodName:aliases;VariableName:sAlias;ParameterName:keyStore;,,,,MethodName:load;,,en,en,enumeration
Lnet/sf/portecle/crypto/X509Ext;.getExtendedKeyUsageStringValue([B)Ljava/lang/String;#eku,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/X509Ext.java;,VariableName,,,,,,,,ClassName:ExtendedKeyUsage;,ClassName:X509Ext;,VariableName:usages;MethodName:getInstance;ParameterName:bValue;ClassName:ExtendedKeyUsage;,,,,MethodName:getExtendedKeyUsageStringValue;,,eku,eku,extended key usage
Lnet/sf/portecle/DImportKeyPair;.populateList()V|Lnet/sf/portecle/crypto/CryptoException;#0#0#vKeyPairAliases,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DImportKeyPair.java;,VariableName,,,,,,,,ClassName:Vector<String>;,ClassName:DImportKeyPair;,ClassName:Vector<String>;,,,,MethodName:populateList;,,vKeyPairAliases,v,vector
Lnet/sf/portecle/FPortecle;.exportPrivKeyCertChainPKCS12(Ljava/lang/String;)Z,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,MethodName,,,,,,,Export the private key and certificates of the keystore entry to a PKCS keystore file param sEntryAlias Entry alias return True if the export is successful false otherwise;,ClassName:boolean;,ClassName:FPortecle;,VariableName:bSuccess;,,,ParameterName:sEntryAlias;,,,exportPrivKeyCertChainPKCS12,cert,certificate
Lnet/sf/portecle/gui/DocumentMaxLengthFilter;.insertString(Ljavax/swing/text/DocumentFilter$FilterBypass;ILjava/lang/String;Ljavax/swing/text/AttributeSet;)V|Ljavax/swing/text/BadLocationException;#strLen,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/DocumentMaxLengthFilter.java;,VariableName,,,,,,,,ClassName:int;,ClassName:DocumentMaxLengthFilter;,ParameterName:string;MethodName:length;,,,,MethodName:insertString;,,strLen,len,length
Lnet/sf/portecle/gui/about/DSystemInformation;.initComponents()V#jtfJvmTotalMemory,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/about/DSystemInformation.java;,VariableName,,,,,,,,ClassName:JTextField;,ClassName:DSystemInformation;,MethodName:format;FieldName:RB;ClassName:JTextField;VariableName:runtime;MethodName:totalMemory;MethodName:round;FieldName:VALUE_WIDTH;ClassName:MessageFormat;ClassName:Math;MethodName:getString;,,,,MethodName:initComponents;,,jtfJvmTotalMemory,jvm,java virtual machine
Lnet/sf/portecle/gui/jar/DJarInfo;.getClassPathJars()[Ljava/util/jar/JarFile;|Ljava/io/IOException;#strTok,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/jar/DJarInfo.java;,VariableName,,,,,,,Split JAR class path using spaces;,ClassName:StringTokenizer;,ClassName:DJarInfo;,VariableName:sJarClassPath;ClassName:StringTokenizer;VariableName:sClassPathEntry;VariableName:sClassPath;VariableName:sPathSeparator;VariableName:sJarClassPathEntry;,,,,MethodName:getClassPathJars;,,strTok,tok,tokenizer
Lnet/sf/portecle/FPortecle;.RB_BASENAME)Ljava/lang/String;,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,FieldName,,,,,,,Resource bundle Logger Resource bundle base name;,ClassName:String;,ClassName:FPortecle;,MethodName:getName;FieldName:RB;ClassName:FPortecle;MethodName:getPackage;FieldName:LOG;,,,,,,RB_BASENAME,rb,resource bundle
Lnet/sf/portecle/crypto/X509Ext;.getLogotypeStringValue([B)Ljava/lang/String;|Ljava/io/IOException;#0#0#0#0#0#1#0#sUri,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/X509Ext.java;,VariableName,,,,,,,,ClassName:String;,ClassName:X509Ext;,VariableName:j;ClassName:ASN1String;VariableName:ltURI;MethodName:getObjectAt;MethodName:getString;VariableName:eUri;,MethodName:getLink;MethodName:escapeHtml;,ParameterName:href;ParameterName:source;,,MethodName:getLogotypeStringValue;,,sUri,uri,uniform resource identifier
Lnet/sf/portecle/FPortecle;.saveAppPrefs()V,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,MethodName,,,,,,,Save the application preferences;,ClassName:void;,ClassName:FPortecle;,,,,,,,saveAppPrefs,prefs,preferences
Lnet/sf/portecle/crypto/ProviderUtil;.getPkcs11Providers()Ljava/util/Collection<Ljava/security/Provider;>;#p11s,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/ProviderUtil.java;,VariableName,,,,,,,,ClassName:TreeMap<String_Provider>;,ClassName:ProviderUtil;,ClassName:TreeMap<String_Provider>;,,,,MethodName:getPkcs11Providers;,,p11s,p,provider
Lnet/sf/portecle/FileChooserFactory;.KEYPAIR_FILE_DESC)Ljava/lang/String;,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FileChooserFactory.java;,FieldName,,,,,,,Description for files containing key pairs;,ClassName:String;,ClassName:FileChooserFactory;,MethodName:format;MethodName:size;ClassName:String;FieldName:RB;VariableName:extFilter;MethodName:toArray;MethodName:toWildcards;VariableName:exts;ClassName:MessageFormat;MethodName:getString;,,,,,,KEYPAIR_FILE_DESC,desc,description
Lnet/sf/portecle/gui/LastDir;,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/LastDir.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,ClassName,,,,,MethodName:LastDir;MethodName:getLastDir;MethodName:updateLastDir;,FieldName:m_fLastDir;,The last directory accessed by the application Simple class intended to store the last accessed directory for a file centric GUI application;,,,,,,,,,LastDir,dir,directory
Lnet/sf/portecle/KeyStoreWrapper;.m_mPasswords)Ljava/util/HashMap<Ljava/lang/String;[C>;,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/KeyStoreWrapper.java;,FieldName,,,,,,,Keystore entry passwords;,ClassName:HashMap<String_char[]>;,ClassName:KeyStoreWrapper;,ClassName:HashMap<String_char[]>;,,,,,,m_mPasswords,m,map
Lnet/sf/portecle/FPortecle;.saveAppPrefs()V,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,MethodName,,,,,,,Save the application preferences;,ClassName:void;,ClassName:FPortecle;,,,,,,,saveAppPrefs,app,application
Lnet/sf/portecle/crypto/X509Ext;.getPolicyMappingsStringValue([B)Ljava/lang/String;|Ljava/io/IOException;#0#0#pmLen,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/X509Ext.java;,VariableName,,,,,,,,ClassName:int;,ClassName:X509Ext;,MethodName:size;VariableName:policyMapping;,,,,MethodName:getPolicyMappingsStringValue;,,pmLen,pm,policy mapping
Lnet/sf/portecle/gui/LastDir;.getLastDir()Ljava/io/File;,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/LastDir.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,MethodName,,,,,,,Get the last updated directory return Last directory if the last update still exists false otherwise;,ClassName:File;,ClassName:LastDir;,VariableName:fLastDir;VariableName:fLastDir;VariableName:fLastDir;VariableName:fLastDir;VariableName:fLastDir;VariableName:fLastDir;VariableName:fLastDir;VariableName:fLastDir;VariableName:fLastDir;VariableName:fLastDir;VariableName:fLastDir;VariableName:fLastDir;VariableName:fLastDir;VariableName:fLastDir;,,,,,,getLastDir,dir,directory
Lnet/sf/portecle/DViewCSR;.populateDialog()V|Lnet/sf/portecle/crypto/CryptoException;#sigAlgName,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/DViewCSR.java;,VariableName,,,,,,,Signature Algorithm;,ClassName:String;,ClassName:DViewCSR;,MethodName:getAlgorithm;MethodName:toString;FieldName:m_req;MethodName:toString;ClassName:SignatureType;MethodName:getSignatureAlgorithm;,,,,MethodName:populateDialog;,,sigAlgName,alg,algorithm
Lnet/sf/portecle/FPortecle;.generateCsrSelectedEntry()Z#0#0#privKey,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/FPortecle.java;,VariableName,,,,,,,Get the key pair entry s private key using the password;,ClassName:PrivateKey;,ClassName:FPortecle;,VariableName:keyStore;VariableName:cPassword;VariableName:sAlias;ClassName:PrivateKey;MethodName:getKey;,MethodName:generatePKCS10CSR;,ParameterName:privateKey;,,MethodName:generateCsrSelectedEntry;,,privKey,priv,private
Lnet/sf/portecle/crypto/X509Ext;.getNetscapeExtensionURLValue([BLnet/sf/portecle/crypto/X509Ext$LinkClass;)Ljava/lang/String;|Ljava/io/IOException;#sUrl,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/X509Ext.java;,VariableName,,,,,,,,ClassName:String;,ClassName:X509Ext;,MethodName:fromByteArray;ClassName:ASN1Primitive;ParameterName:bValue;MethodName:toString;,MethodName:getLink;MethodName:escapeHtml;,ParameterName:content;ParameterName:href;ParameterName:source;,,MethodName:getNetscapeExtensionURLValue;,,sUrl,url,uniform resource locator
Ljava/net/URLEncoder;,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/X509Ext.java;C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/gui/DesktopUtil.java;,ClassName,,,,,,,,,,,,,,,,URLEncoder,url,uniform resource locator
Lnet/sf/portecle/crypto/X509Ext;.getInformationAccessStringValue([B)Ljava/lang/String;|Ljava/io/IOException;#0#0#accOid,C:/PHDONE/runtime-EclipseApplication/portecle-master/src/main/net/sf/portecle/crypto/X509Ext.java;,VariableName,,,,,,,,ClassName:String;,ClassName:X509Ext;,MethodName:toString;VariableName:accDesc;MethodName:getAccessMethod;VariableName:accMeth;,MethodName:getRes;,ParameterName:key;,,MethodName:getInformationAccessStringValue;,,accOid,acc,access
