id,files,typeOfIdentifier,subclass,subsubclass,parents,ancestor,methods,fields,comment,type,enclosingClass,assignment,methodInvocated,parameterArgument,parameter,enclosingMethod,argument,name,abbr,expansion
Lcom/puppycrawl/tools/checkstyle/ConfigurationLoaderTest;.testResourceLoadConfigurationWithMultiThreadConfiguration()V|Ljava/lang/Exception;#multiThreadModeSettings,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/ConfigurationLoaderTest.java;,VariableName,,,,,,,,ClassName:ThreadModeSettings;,ClassName:ConfigurationLoaderTest;,ClassName:ThreadModeSettings;,,,,MethodName:testResourceLoadConfigurationWithMultiThreadConfiguration;,,multiThreadModeSettings,multi,multiple
Lcom/puppycrawl/tools/checkstyle/internal/AllChecksTest;.testAllCheckstyleMessages()V|Ljava/lang/Exception;#1#0#pr,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/internal/AllChecksTest.java;,VariableName,,,,,,,,ClassName:Properties;,ClassName:AllChecksTest;,ClassName:Properties;,,,,MethodName:testAllCheckstyleMessages;,,pr,pr,properties
Lcom/puppycrawl/tools/checkstyle/api/TokenTypes;.PACKAGE_DEF)I,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/checks/design/FinalClassCheckTest.java;C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/utils/ScopeUtilsTest.java;C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/checks/annotation/PackageAnnotationCheckTest.java;C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/checks/javadoc/JavadocMethodCheckTest.java;C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/checks/metrics/ClassFanOutComplexityCheckTest.java;C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/checks/whitespace/EmptyLineSeparatorCheckTest.java;C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/checks/metrics/JavaNCSSCheckTest.java;C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/checks/naming/PackageNameCheckTest.java;C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/checks/imports/CustomImportOrderCheckTest.java;C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/checks/javadoc/JavadocStyleCheckTest.java;C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/checks/imports/UnusedImportsCheckTest.java;C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/checks/imports/RedundantImportCheckTest.java;C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/utils/AnnotationUtilityTest.java;C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/checks/imports/ImportControlCheckTest.java;C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/xpath/XpathMapperTest.java;C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/checks/javadoc/JavadocTagInfoTest.java;,VariableName,,,,,,,,ClassName:int;,ClassName:RedundantImportCheckTest;ClassName:PackageNameCheckTest;ClassName:JavadocStyleCheckTest;ClassName:FinalClassCheckTest;ClassName:ClassFanOutComplexityCheckTest;ClassName:JavadocMethodCheckTest;ClassName:CustomImportOrderCheckTest;ClassName:XpathMapperTest;ClassName:AnnotationUtilityTest;ClassName:ImportControlCheckTest;ClassName:JavadocTagInfoTest;ClassName:EmptyLineSeparatorCheckTest;ClassName:PackageAnnotationCheckTest;ClassName:ScopeUtilsTest;ClassName:JavaNCSSCheckTest;ClassName:UnusedImportsCheckTest;,VariableName:expected;VariableName:expected;VariableName:expectedPackageDefNode;VariableName:expected;VariableName:expected;VariableName:expected;VariableName:expected;VariableName:validTypes;VariableName:expected;VariableName:expected;VariableName:expected;VariableName:expected;VariableName:validTypes;VariableName:validTypes;VariableName:expected;VariableName:expected;VariableName:expected;VariableName:expected;VariableName:expected;VariableName:expected;VariableName:expected;VariableName:expected;VariableName:expected;,MethodName:getSiblingByType;,ParameterName:type;,,MethodName:testGetAcceptableTokens;MethodName:testGetAcceptableTokens;MethodName:testGetRequiredTokens;MethodName:testOthers;MethodName:testGetAcceptableTokens;MethodName:testGetAcceptableTokens;MethodName:testIsOuterMostTypePackageDef;MethodName:testGetAcceptableTokens;MethodName:testGetRequiredTokens;MethodName:testGetRequiredTokens;MethodName:testGetAcceptableTokens;MethodName:testContainsAnnotation;MethodName:testGetAcceptableTokens;MethodName:testAuthor;MethodName:testGetAcceptableTokens;MethodName:testGetRequiredTokens;MethodName:testComplexQueryTwo;MethodName:testGetAcceptableTokens;MethodName:testInEnumBlock;MethodName:testGetRequiredTokens;MethodName:testVersions;MethodName:testGetRequiredTokens;MethodName:testGetRequiredTokens;MethodName:testContainsAnnotationWithComment;MethodName:testGetAcceptableTokens;MethodName:testGetAcceptableTokens;MethodName:testGetAcceptableTokens;,,PACKAGE_DEF,def,definition
Lcom/puppycrawl/tools/checkstyle/checks/javadoc/AbstractJavadocCheckTest$10404;.visitJavadocToken(Lcom/puppycrawl/tools/checkstyle/api/DetailNode;)V,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/checks/javadoc/AbstractJavadocCheckTest.java;,MethodName,,,,,,,,ClassName:void;,,VariableName:check;,,,ParameterName:ast;,,,visitJavadocToken,javadoc,java document
Lcom/puppycrawl/tools/checkstyle/api/FullIdentTest;.prepareFullIdentWithCoordinates(II)Lcom/puppycrawl/tools/checkstyle/api/FullIdent;,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/api/FullIdentTest.java;,MethodName,,,,,,,,ClassName:FullIdent;,ClassName:FullIdentTest;,VariableName:fullIdent;VariableName:fullIdent;,,,ParameterName:columnNo;ParameterName:lineNo;,,,prepareFullIdentWithCoordinates,ident,indent
Lcom/puppycrawl/tools/checkstyle/api/DetailASTTest;.checkDir(Ljava/io/File;)V|Ljava/lang/Exception;#dir#0#0,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/api/DetailASTTest.java;,ParameterName,,,,,,,,ClassName:File;,,VariableName:files;,,,,MethodName:checkDir;,VariableName:file;,dir,dir,directory
Lcom/puppycrawl/tools/checkstyle/checks/naming/ClassTypeParameterNameCheckTest;.testGetAcceptableTokens()V#typeParameterNameCheckObj,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/checks/naming/ClassTypeParameterNameCheckTest.java;,VariableName,,,,,,,,ClassName:ClassTypeParameterNameCheck;,ClassName:ClassTypeParameterNameCheckTest;,VariableName:actual;ClassName:ClassTypeParameterNameCheck;,,,,MethodName:testGetAcceptableTokens;,,typeParameterNameCheckObj,obj,object
Lcom/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest;.getLinesWithWarnAndCheckComments(Ljava/lang/String;I)[Lcom/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest$IndentComment;|Ljava/io/IOException;#0#0#br,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java;,VariableName,,,,,,,,ClassName:BufferedReader;,ClassName:IndentationCheckTest;,ClassName:Paths;VariableName:UTF_8;ParameterName:aFileName;MethodName:newBufferedReader;ClassName:StandardCharsets;ClassName:Files;MethodName:get;VariableName:line;,,,,MethodName:getLinesWithWarnAndCheckComments;,,br,br,buffered
Lcom/puppycrawl/tools/checkstyle/utils/CommonUtilsTest;.testLengthExpandedTabs()V#s1,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/utils/CommonUtilsTest.java;,VariableName,,,,,,,,ClassName:String;,ClassName:CommonUtilsTest;,,,,,MethodName:testLengthExpandedTabs;,,s1,s,string
Lcom/puppycrawl/tools/checkstyle/api/FileContents;.getCComments()Ljava/util/Map<Ljava/lang/Integer;Ljava/util/List<Lcom/puppycrawl/tools/checkstyle/api/TextBlock;>;>;,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/api/FileContentsTest.java;,MethodName,,,,,,,,ClassName:Map<Integer_List<TextBlock>>;,,VariableName:comments;,,,,,,getCComments,c,comments
Lcom/puppycrawl/tools/checkstyle/internal/XdocsJavaDocsTest$JavaDocCapture;.isSetterMethod(Lcom/puppycrawl/tools/checkstyle/api/DetailAST;)Z#0#params,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/internal/XdocsJavaDocsTest.java;,VariableName,,,,,,,,ClassName:DetailAST;,ClassName:XdocsJavaDocsTest;ClassName:JavaDocCapture;,VariableName:PARAMETERS;VariableName:singleParam;ParameterName:ast;MethodName:findFirstToken;ClassName:TokenTypes;,,,,MethodName:isSetterMethod;,,params,params,parameters
Lcom/puppycrawl/tools/checkstyle/checks/coding/RequireThisCheckTest;.testUnusedMethod()V|Ljava/lang/Exception;#o,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/checks/coding/RequireThisCheckTest.java;,VariableName,,,,,,,,ClassName:Object;,ClassName:RequireThisCheckTest;,VariableName:constructor;VariableName:ident;MethodName:newInstance;,,,,MethodName:testUnusedMethod;,,o,o,object
Lcom/puppycrawl/tools/checkstyle/filters/SuppressionsLoaderTest;.testNoSuppressions()V|Ljava/lang/Exception;#fc,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/filters/SuppressionsLoaderTest.java;,VariableName,,,,,,,,ClassName:FilterSet;,ClassName:SuppressionsLoaderTest;,MethodName:loadSuppressions;MethodName:getPath;ClassName:SuppressionsLoader;,,,,MethodName:testNoSuppressions;,,fc,fc,from classpath
Lcom/puppycrawl/tools/checkstyle/checks/whitespace/NoWhitespaceAfterCheckTest;.mockAST(ILjava/lang/String;Ljava/lang/String;)Lcom/puppycrawl/tools/checkstyle/api/DetailAST;,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/checks/whitespace/NoWhitespaceAfterCheckTest.java;,MethodName,,,,,,,unexpected parent for ARRAY DECLARATOR token Creates MOCK lexical token and returns AST node for this token param tokenType type of token param tokenText text of token param tokenFileName file name of token return AST node for the token;,ClassName:DetailAST;,ClassName:NoWhitespaceAfterCheckTest;,VariableName:astImport;VariableName:astArrayDeclarator;VariableName:astRightBracket;,,,ParameterName:tokenType;ParameterName:tokenFileName;ParameterName:tokenText;,,,mockAST,ast,abstract syntax tree
Lcom/puppycrawl/tools/checkstyle/utils/CheckUtilsTest;.testGetAccessModifierFromModifiersTokenWithNullParameter()V#0#1#actualExceptionMsg,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/utils/CheckUtilsTest.java;,VariableName,,,,,,,,ClassName:String;,ClassName:CheckUtilsTest;,MethodName:getMessage;VariableName:exc;,,,,MethodName:testGetAccessModifierFromModifiersTokenWithNullParameter;,,actualExceptionMsg,msg,message
Lcom/puppycrawl/tools/checkstyle/internal/XdocsJavaDocsTest;.transformXmlToJavaDocName(Ljava/lang/String;)Ljava/lang/String;,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/internal/XdocsJavaDocsTest.java;,MethodName,,,,,,,,ClassName:String;,ClassName:XdocsJavaDocsTest;,VariableName:name;,,,ParameterName:name;,,,transformXmlToJavaDocName,xml,extensible markup language
Lcom/puppycrawl/tools/checkstyle/internal/utils/AuditEventUtFormatter;.format(Lcom/puppycrawl/tools/checkstyle/api/AuditEvent;)Ljava/lang/String;#bufLen,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/internal/utils/AuditEventUtFormatter.java;,VariableName,,,,,,,avoid StringBuffer expandCapacity;,ClassName:int;,ClassName:AuditEventUtFormatter;,MethodName:length;MethodName:getFileName;ParameterName:event;VariableName:sb;MethodName:getMessage;FieldName:LENGTH_OF_ALL_SEPARATORS;,,,,MethodName:format;,,bufLen,len,length
Lcom/puppycrawl/tools/checkstyle/CheckerTest;.testDuplicatedModule()V|Ljava/lang/Exception;#0#0#lnr,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/CheckerTest.java;,VariableName,,,,,,,we need to ignore the unrelated lines;,ClassName:LineNumberReader;,ClassName:CheckerTest;,VariableName:UTF_8;ClassName:InputStreamReader;VariableName:actual;ClassName:LineNumberReader;VariableName:inputStream;ClassName:StandardCharsets;,,,,MethodName:testDuplicatedModule;,,lnr,lnr,line number reader
Lcom/puppycrawl/tools/checkstyle/api/AutomaticBeanTest$TestBean;.setVal(I)V,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/api/AutomaticBeanTest.java;,MethodName,,,,,,,,ClassName:void;,ClassName:TestBean;,,,,ParameterName:val;,,,setVal,val,value
Lcom/puppycrawl/tools/checkstyle/filters/SuppressWithPlainTextCommentFilterTest;.testSuppressByModuleId()V|Ljava/lang/Exception;#regexpCheckCfg,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/filters/SuppressWithPlainTextCommentFilterTest.java;,VariableName,,,,,,,,ClassName:DefaultConfiguration;,ClassName:SuppressWithPlainTextCommentFilterTest;,ClassName:RegexpSinglelineCheck;MethodName:createModuleConfig;,,,,MethodName:testSuppressByModuleId;,,regexpCheckCfg,regexp,regular expression
Lcom/puppycrawl/tools/checkstyle/checks/imports/CustomImportOrderCheckTest;.testGetFullImportIdent()V|Ljava/lang/Exception;#t,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/checks/imports/CustomImportOrderCheckTest.java;,VariableName,,,,,,,,ClassName:Object;,ClassName:CustomImportOrderCheckTest;,VariableName:clazz;VariableName:actual;MethodName:getConstructor;MethodName:newInstance;,,,,MethodName:testGetFullImportIdent;,,t,t,object
Lcom/puppycrawl/tools/checkstyle/ConfigurationLoaderTest;.testMissingPropertyNameInMethodWithBooleanParameter()V|Ljava/lang/Exception;#0#0#fName,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/ConfigurationLoaderTest.java;,VariableName,,,,,,,,ClassName:String;,ClassName:ConfigurationLoaderTest;,MethodName:getPath;,,,,MethodName:testMissingPropertyNameInMethodWithBooleanParameter;,,fName,f,file
Lcom/puppycrawl/tools/checkstyle/internal/XdocsPagesTest;.validateErrorSection(Ljava/lang/String;Ljava/lang/String;Lorg/w3c/dom/Node;Ljava/lang/Object;)V|Ljava/lang/Exception;#clss,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/internal/XdocsPagesTest.java;,VariableName,,,,,,,,ClassName:Class<>;,ClassName:XdocsPagesTest;,VariableName:expectedUrl;VariableName:fields;ParameterName:instance;MethodName:getClass;,MethodName:getCheckMessages;,ParameterName:module;,,MethodName:validateErrorSection;,,clss,clss,class
Lcom/puppycrawl/tools/checkstyle/internal/XdocsPagesTest;.validateErrorSection(Ljava/lang/String;Ljava/lang/String;Lorg/w3c/dom/Node;Ljava/lang/Object;)V|Ljava/lang/Exception;#1#s,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/internal/XdocsPagesTest.java;,VariableName,,,,,,,,ClassName:String;,ClassName:XdocsPagesTest;,,,,,MethodName:validateErrorSection;,,s,s,string
Lcom/puppycrawl/tools/checkstyle/CheckerTest;.testDefaultLoggerClosesItStreams()V|Ljava/lang/Exception;#0#0#0#tmpFile,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/CheckerTest.java;,VariableName,,,,,,,,ClassName:File;,ClassName:CheckerTest;,FieldName:temporaryFolder;MethodName:newFile;,MethodName:verify;,ParameterName:fileName;,,MethodName:testDefaultLoggerClosesItStreams;,,tmpFile,tmp,temporary
Lcom/puppycrawl/tools/checkstyle/utils/CheckUtilsTest;.testGetAccessModifierFromModifiersTokenWrongTokenType()V#0#1#exc,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/utils/CheckUtilsTest.java;,VariableName,,,,,,,,ClassName:IllegalArgumentException;,ClassName:CheckUtilsTest;,VariableName:actualExceptionMsg;,,,,MethodName:testGetAccessModifierFromModifiersTokenWrongTokenType;,,exc,exc,exception
Ljava/io/File;.toURI()Ljava/net/URI;,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/checks/imports/ImportControlLoaderTest.java;C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/AbstractModuleTestSupport.java;C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/ConfigurationLoaderTest.java;C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/ant/CheckstyleAntTaskTest.java;,MethodName,,,,,,,,ClassName:URI;,,VariableName:root;VariableName:url;VariableName:config;VariableName:url;VariableName:config;VariableName:root;VariableName:url;,,,,,,toURI,uri,uniform resource identifier
Lcom/puppycrawl/tools/checkstyle/internal/XdocsJavaDocsTest;.sanitizeXml(Ljava/lang/String;)Ljava/lang/String;,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/internal/XdocsJavaDocsTest.java;,MethodName,,,,,,,,ClassName:String;,ClassName:XdocsJavaDocsTest;,,,,ParameterName:nodeValue;,,,sanitizeXml,xml,extensible markup language
Lcom/puppycrawl/tools/checkstyle/checks/DescendantTokenCheck;.MSG_KEY_SUM_MAX)Ljava/lang/String;,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/checks/DescendantTokenCheckTest.java;,VariableName,,,,,,,,ClassName:String;,ClassName:DescendantTokenCheckTest;,VariableName:expected;,,,,MethodName:testWithSumDefaultMsg;,,MSG_KEY_SUM_MAX,max,maximum
Lcom/puppycrawl/tools/checkstyle/checks/whitespace/WhitespaceAfterCheck;.MSG_WS_TYPECAST)Ljava/lang/String;,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/checks/whitespace/WhitespaceAfterCheckTest.java;,VariableName,,,,,,,,ClassName:String;,ClassName:WhitespaceAfterCheckTest;,VariableName:expected;VariableName:expected;,,,,MethodName:testCast;MethodName:testMultilineCast;,,MSG_WS_TYPECAST,ws,whitespace
Lcom/puppycrawl/tools/checkstyle/utils/BlockCommentPositionTest$BlockCommentPositionTestMetadata;.matchesNum)I,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/utils/BlockCommentPositionTest.java;,FieldName,,,,,,,,ClassName:int;,ClassName:BlockCommentPositionTestMetadata;,ParameterName:matchesNum;,,,,,,matchesNum,num,number
Lcom/puppycrawl/tools/checkstyle/XMLLoggerTest$TestException;.serialVersionUID)J,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/XMLLoggerTest.java;,FieldName,,,,,,,,ClassName:long;,ClassName:TestException;,,,,,,,serialVersionUID,uid,user identifier
Ljava/lang/Integer;.parseInt(Ljava/lang/String;)I|Ljava/lang/NumberFormatException;,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java;,MethodName,,,,,,,,ClassName:int;,,FieldName:indent;VariableName:tabWidth;VariableName:expectedWarning;FieldName:indentOffset;,,,,,,parseInt,int,integer
