id,files,typeOfIdentifier,subclass,subsubclass,parents,ancestor,methods,fields,comment,type,enclosingClass,assignment,methodInvocated,parameterArgument,parameter,enclosingMethod,argument,name,abbr,expansion
Lorg/codehaus/plexus/util/xml/pull/XmlPullParser;,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-plugin-api/target/generated-sources/modello/org/apache/maven/plugin/lifecycle/io/xpp3/LifecycleMappingsXpp3Reader.java;C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-compat/target/generated-sources/modello/org/apache/maven/profiles/io/xpp3/ProfilesXpp3Reader.java;C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-embedder/target/generated-sources/modello/org/apache/maven/cli/internal/extension/model/io/xpp3/CoreExtensionsXpp3Reader.java;C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-compat/target/generated-sources/modello/org/apache/maven/usability/plugin/io/xpp3/ParamdocXpp3Reader.java;C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model/target/generated-sources/modello/org/apache/maven/model/io/xpp3/MavenXpp3ReaderEx.java;C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/target/generated-sources/modello/org/apache/maven/toolchain/model/io/xpp3/MavenToolchainsXpp3Reader.java;C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model/target/generated-sources/modello/org/apache/maven/model/io/xpp3/MavenXpp3Reader.java;C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-repository-metadata/target/generated-sources/modello/org/apache/maven/artifact/repository/metadata/io/xpp3/MetadataXpp3Reader.java;C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-settings/target/generated-sources/modello/org/apache/maven/settings/io/xpp3/SettingsXpp3Reader.java;,ClassName,,,,,,,,,,,,,,,,XmlPullParser,xml,extensible markup language
Lorg/apache/maven/artifact/testutils/TestFileManager;.TEMP_DIR_PATH)Ljava/lang/String;,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-compat/src/test/java/org/apache/maven/artifact/testutils/TestFileManager.java;,FieldName,,,,,,,,ClassName:String;,ClassName:TestFileManager;,MethodName:getProperty;VariableName:dir;ClassName:System;,,,,,,TEMP_DIR_PATH,dir,directory
Lorg/apache/maven/project/inheritance/DefaultModelInheritanceAssembler;.assembleDistributionInheritance(Lorg/apache/maven/model/Model;Lorg/apache/maven/model/Model;Ljava/lang/String;Z)V#0#parentDistMgmt,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-compat/src/main/java/org/apache/maven/project/inheritance/DefaultModelInheritanceAssembler.java;,VariableName,,,,,,,,ClassName:DistributionManagement;,ClassName:DefaultModelInheritanceAssembler;,VariableName:repository;ParameterName:parent;MethodName:getDistributionManagement;VariableName:repository;,MethodName:copyDistributionRepository;MethodName:setDownloadUrl;MethodName:setName;MethodName:setId;MethodName:setUrl;,ParameterName:downloadUrl;ParameterName:name;ParameterName:parentRepository;ParameterName:id;ParameterName:url;,,MethodName:assembleDistributionInheritance;,,parentDistMgmt,dist,distribution
Lorg/apache/maven/repository/metadata/ArtifactMetadata;.setArtifactUri(Ljava/lang/String;)V,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-compat/src/main/java/org/apache/maven/repository/metadata/ArtifactMetadata.java;,MethodName,,,,,,,,ClassName:void;,ClassName:ArtifactMetadata;,,,,ParameterName:artifactUri;,,,setArtifactUri,uri,uniform resource identifier
Lorg/apache/maven/execution/scope/internal/MojoExecutionScopeTest;.testNestedEnter()V|Ljava/lang/Exception;#o1,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/src/test/java/org/apache/maven/execution/scope/internal/MojoExecutionScopeTest.java;,VariableName,,,,,,,,ClassName:Object;,ClassName:MojoExecutionScopeTest;,ClassName:Object;,,,,MethodName:testNestedEnter;,,o1,o,object
Lorg/apache/maven/project/AbstractMavenProjectTestCase;.getFileForClasspathResource(Ljava/lang/String;)Ljava/io/File;|Ljava/io/FileNotFoundException;#resourceUrl,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/src/test/java/org/apache/maven/project/AbstractMavenProjectTestCase.java;C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-compat/src/test/java/org/apache/maven/project/AbstractMavenProjectTestCase.java;,VariableName,,,,,,,,ClassName:URL;,ClassName:AbstractMavenProjectTestCase;,ParameterName:resource;VariableName:cloader;MethodName:getResource;,,,,MethodName:getFileForClasspathResource;,,resourceUrl,url,uniform resource locator
Lorg/apache/maven/repository/internal/RepositorySystemTest;.testResolveArtifacts()V|Ljava/lang/Exception;#req1,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-resolver-provider/src/test/java/org/apache/maven/repository/internal/RepositorySystemTest.java;,VariableName,,,,,,,,ClassName:ArtifactRequest;,ClassName:RepositorySystemTest;,ClassName:ArtifactRequest;VariableName:requests;,,,,MethodName:testResolveArtifacts;,,req1,req,request
Lorg/apache/maven/plugin/descriptor/PluginDescriptorBuilder;.build(Ljava/io/Reader;Ljava/lang/String;)Lorg/apache/maven/plugin/descriptor/PluginDescriptor;|Lorg/codehaus/plexus/configuration/PlexusConfigurationException;#1#0#cd,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-plugin-api/src/main/java/org/apache/maven/plugin/descriptor/PluginDescriptorBuilder.java;,VariableName,,,,,,,,ClassName:ComponentDependency;,ClassName:PluginDescriptorBuilder;,ClassName:ComponentDependency;,,,,MethodName:build;,,cd,cd,component dependency
Lorg/apache/maven/artifact/repository/MavenArtifactRepository;.decode(Ljava/lang/String;)Ljava/lang/String;#0#0#ch,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/src/main/java/org/apache/maven/artifact/repository/MavenArtifactRepository.java;,VariableName,,,,,,,,ClassName:char;,ClassName:MavenArtifactRepository;,MethodName:parseInt;VariableName:decoded;ClassName:Integer;VariableName:hexStr;,,,,MethodName:decode;,,ch,ch,char
Lorg/apache/maven/plugin/descriptor/PluginDescriptorBuilder;.buildComponentDescriptor(Lorg/codehaus/plexus/configuration/PlexusConfiguration;Lorg/apache/maven/plugin/descriptor/PluginDescriptor;)Lorg/apache/maven/plugin/descriptor/MojoDescriptor;|Lorg/codehaus/plexus/configuration/PlexusConfigurationException;#0#0#paramConfig,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-plugin-api/src/main/java/org/apache/maven/plugin/descriptor/PluginDescriptorBuilder.java;,VariableName,,,,,,,,ClassName:PlexusConfiguration;,ClassName:PluginDescriptorBuilder;,MethodName:getName;MethodName:getChild;VariableName:parameter;VariableName:mojoConfig;,MethodName:setDefaultValue;MethodName:setExpression;,ParameterName:expression;ParameterName:defaultValue;,,MethodName:buildComponentDescriptor;,,paramConfig,config,configuration
Lorg/slf4j/impl/SimpleLogger;.debug(Ljava/lang/String;Ljava/lang/Throwable;)V#t#0#1,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-slf4j-provider/target/generated-sources/slf4j-simple/org/slf4j/impl/SimpleLogger.java;,ParameterName,,,,,,,Log a message of level DEBUG including an exception;,ClassName:Throwable;,,,MethodName:log;,ParameterName:t;,,MethodName:debug;,,t,t,throwable
Lorg/slf4j/impl/StaticLoggerBinder;.REQUESTED_API_VERSION)Ljava/lang/String;,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-slf4j-provider/src/main/java/org/slf4j/impl/StaticLoggerBinder.java;,FieldName,,,,,,,final;,ClassName:String;,ClassName:StaticLoggerBinder;,,,,,,,REQUESTED_API_VERSION,api,application programming interface
Lorg/apache/maven/repository/legacy/LegacyRepositorySystem;.getAuthentication(Lorg/eclipse/aether/RepositorySystemSession;Lorg/apache/maven/artifact/repository/ArtifactRepository;)Lorg/apache/maven/artifact/repository/Authentication;#0#0#0#authCtx,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-compat/src/main/java/org/apache/maven/repository/legacy/LegacyRepositorySystem.java;,VariableName,,,,,,,,ClassName:AuthenticationContext;,ClassName:LegacyRepositorySystem;,VariableName:repo;MethodName:forRepository;ParameterName:session;ClassName:AuthenticationContext;VariableName:result;,MethodName:setPassphrase;MethodName:setPrivateKey;,ParameterName:privateKey;ParameterName:passphrase;,,MethodName:getAuthentication;,,authCtx,ctx,context
Lorg/apache/maven/model/building/ModelProblemCollectorExt;,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelProblemCollector.java;C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java;C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model-builder/src/main/java/org/apache/maven/model/building/ModelProblemCollectorExt.java;,ClassName,ClassName:DefaultModelProblemCollector;,,ClassName:ModelProblemCollector;,,MethodName:getProblems;,,Extends the ModelproblemCollector by the capacity of returning the collected problems author Milos Kleint Collects problems that are encountered during model building The primary purpose of this component is to account for the fact that the problem reporter has should not have information about the calling context and hence cannot provide an expressive source hint for the model problem Instead the source hint is configured by the model builder before it delegates to other components that potentially encounter problems Then the problem reporter can focus on providing a simple error message leaving the donkey work of creating a nice model problem to this component author Benjamin Bentmann;,,,,,,,,,ModelProblemCollectorExt,ext,context
Lorg/apache/maven/model/merge/ModelMerger;.mergeSite_Url(Lorg/apache/maven/model/Site;Lorg/apache/maven/model/Site;ZLjava/util/Map<Ljava/lang/Object;Ljava/lang/Object;>;)V,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model/src/main/java/org/apache/maven/model/merge/ModelMerger.java;,MethodName,,,,,,,,ClassName:void;,ClassName:ModelMerger;,,,,ParameterName:source;ParameterName:target;ParameterName:context;ParameterName:sourceDominant;,,,mergeSite_Url,url,uniform resource locator
Lorg/apache/maven/model/merge/ModelMerger;.mergeScm_Connection(Lorg/apache/maven/model/Scm;Lorg/apache/maven/model/Scm;ZLjava/util/Map<Ljava/lang/Object;Ljava/lang/Object;>;)V#src,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model/src/main/java/org/apache/maven/model/merge/ModelMerger.java;,VariableName,,,,,,,,ClassName:String;,ClassName:ModelMerger;,ParameterName:source;MethodName:getConnection;,MethodName:setConnection;,ParameterName:connection;,,MethodName:mergeScm_Connection;,,src,src,source
Lorg/apache/maven/project/LegacyLocalRepositoryManager;.insertRepositoryKey(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;#idx,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/src/test/java/org/apache/maven/project/LegacyLocalRepositoryManager.java;C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-compat/src/test/java/org/apache/maven/project/LegacyLocalRepositoryManager.java;,VariableName,,,,,,,,ClassName:int;,ClassName:LegacyLocalRepositoryManager;,MethodName:indexOf;ParameterName:filename;VariableName:result;,,,,MethodName:insertRepositoryKey;,,idx,idx,index
Lorg/apache/maven/model/Contributor;.organizationUrl)Ljava/lang/String;,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model/target/generated-sources/modello/org/apache/maven/model/Contributor.java;,FieldName,,,,,,,The URL of the organization;,ClassName:String;,ClassName:Contributor;,ParameterName:organizationUrl;,,,,,,organizationUrl,url,uniform resource locator
Lorg/apache/maven/project/inheritance/DefaultModelInheritanceAssembler;.assembleDistributionInheritance(Lorg/apache/maven/model/Model;Lorg/apache/maven/model/Model;Ljava/lang/String;Z)V#0#childDistMgmt,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-compat/src/main/java/org/apache/maven/project/inheritance/DefaultModelInheritanceAssembler.java;,VariableName,,,,,,,,ClassName:DistributionManagement;,ClassName:DefaultModelInheritanceAssembler;,ParameterName:child;MethodName:getDistributionManagement;ClassName:DistributionManagement;,MethodName:setDistributionManagement;,ParameterName:distributionManagement;,,MethodName:assembleDistributionInheritance;,,childDistMgmt,mgmt,management
Lorg/apache/maven/model/interpolation/StringSearchModelInterpolator$InterpolateObjectAction$MapField;.doInterpolate(Ljava/lang/Object;Lorg/apache/maven/model/interpolation/StringSearchModelInterpolator$InterpolateObjectAction;)V|Ljava/lang/IllegalAccessException;#m,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model-builder/src/main/java/org/apache/maven/model/interpolation/StringSearchModelInterpolator.java;,VariableName,,,,,,,,ClassName:Map<Object_Object>;,ClassName:InterpolateObjectAction;ClassName:StringSearchModelInterpolator;ClassName:MapField;,MethodName:get;ClassName:Map<Object_Object>;ClassName:Object;ParameterName:target;FieldName:field;,,,,MethodName:doInterpolate;,,m,m,map
Lorg/apache/maven/cli/MavenCli;.encryption(Lorg/apache/maven/cli/CliRequest;)V|Ljava/lang/Exception;#1#sec,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-embedder/src/main/java/org/apache/maven/cli/MavenCli.java;,VariableName,,,,,,,,ClassName:SettingsSecurity;,ClassName:MavenCli;,ClassName:SecUtil;MethodName:read;VariableName:file;VariableName:master;,,,,MethodName:encryption;,,sec,sec,security
Lorg/apache/maven/artifact/versioning/VersionRange;.intersection(Ljava/util/List<Lorg/apache/maven/artifact/versioning/Restriction;>;Ljava/util/List<Lorg/apache/maven/artifact/versioning/Restriction;>;)Ljava/util/List<Lorg/apache/maven/artifact/versioning/Restriction;>;#res1,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-artifact/src/main/java/org/apache/maven/artifact/versioning/VersionRange.java;,VariableName,,,,,,,,ClassName:Restriction;,ClassName:VersionRange;,MethodName:next;VariableName:upper;VariableName:lowerInclusive;VariableName:comparison;VariableName:i1;VariableName:comparison;VariableName:lower;VariableName:upperInclusive;,,,,MethodName:intersection;,,res1,res,restriction
Lorg/apache/maven/project/ProjectUtils;.rss(Lorg/codehaus/plexus/PlexusContainer;)Lorg/eclipse/aether/RepositorySystemSession;,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-compat/src/main/java/org/apache/maven/project/ProjectUtils.java;,MethodName,,,,,,,,ClassName:RepositorySystemSession;,ClassName:ProjectUtils;,VariableName:session;,,,ParameterName:c;,,,rss,rss,repository system session
Lorg/apache/maven/usability/plugin/ExpressionDocumentation;.getExpressionsBySyntax()Ljava/util/Map;#0#0#0#expr,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-compat/target/generated-sources/modello/org/apache/maven/usability/plugin/ExpressionDocumentation.java;,VariableName,,,,,,,,ClassName:Expression;,ClassName:ExpressionDocumentation;,VariableName:it;ClassName:Expression;MethodName:next;,,,,MethodName:getExpressionsBySyntax;,,expr,expr,expression
Lorg/apache/maven/plugin/PluginParameterExpressionEvaluatorTest;.testValueExtractionFromSystemPropertiesWithMissingProject()V|Ljava/lang/Exception;#ee,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/src/test/java/org/apache/maven/plugin/PluginParameterExpressionEvaluatorTest.java;,VariableName,,,,,,,,ClassName:ExpressionEvaluator;,ClassName:PluginParameterExpressionEvaluatorTest;,MethodName:createExpressionEvaluator;VariableName:value;VariableName:executionProperties;,,,,MethodName:testValueExtractionFromSystemPropertiesWithMissingProject;,,ee,ee,expression evaluator
Lorg/apache/maven/project/DefaultMavenProjectBuilderTest;.testBuildFromMiddlePom()V|Ljava/lang/Exception;#f2,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/src/test/java/org/apache/maven/project/DefaultMavenProjectBuilderTest.java;,VariableName,,,,,,,but not the parent project which causes the problem;,ClassName:File;,ClassName:DefaultMavenProjectBuilderTest;,MethodName:getTestFile;,MethodName:getProject;,ParameterName:pom;,,MethodName:testBuildFromMiddlePom;,,f2,f,file
Lorg/apache/maven/artifact/deployer/DefaultArtifactDeployer;.repoSystem)Lorg/eclipse/aether/RepositorySystem;,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-compat/src/main/java/org/apache/maven/artifact/deployer/DefaultArtifactDeployer.java;,FieldName,,,,,,,,ClassName:RepositorySystem;,ClassName:DefaultArtifactDeployer;,VariableName:session;VariableName:result;,MethodName:overlay;,ParameterName:system;,,,,repoSystem,repo,repository
Lorg/apache/maven/plugin/PluginParameterExpressionEvaluator;.evaluate(Ljava/lang/String;Ljava/lang/Class<*>;)Ljava/lang/Object;|Lorg/codehaus/plexus/component/configurator/expression/ExpressionEvaluationException;#7#val,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-core/src/main/java/org/apache/maven/plugin/PluginParameterExpressionEvaluator.java;,VariableName,,,,,,,,ClassName:String;,ClassName:PluginParameterExpressionEvaluator;,ClassName:String;VariableName:value;VariableName:exprStartDelimiter;,MethodName:evaluate;,ParameterName:expr;,,MethodName:evaluate;,,val,val,value
Lorg/apache/maven/usability/plugin/Expression;.getApiMethods()Ljava/util/Properties;,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-compat/target/generated-sources/modello/org/apache/maven/usability/plugin/Expression.java;C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-compat/target/generated-sources/modello/org/apache/maven/usability/plugin/io/xpp3/ParamdocXpp3Writer.java;,MethodName,,,,,,,Method getApiMethods return Properties;,ClassName:Properties;,ClassName:Expression;,VariableName:iter;VariableName:value;,,,,,,getApiMethods,api,application programming interface
Lorg/apache/maven/model/interpolation/StringSearchModelInterpolatorTest;.testInterpolateObjectWithUnmodifiableStringToStringMapField()V|Ljava/lang/Exception;#obj,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-model-builder/src/test/java/org/apache/maven/model/interpolation/StringSearchModelInterpolatorTest.java;,VariableName,,,,,,,,ClassName:ObjectWithMapField;,ClassName:StringSearchModelInterpolatorTest;,ClassName:ObjectWithMapField;VariableName:values;,MethodName:interpolateObject;,ParameterName:obj;,,MethodName:testInterpolateObjectWithUnmodifiableStringToStringMapField;,,obj,obj,object
Lorg/apache/maven/repository/legacy/TransferListenerAdapter;.wrap(Lorg/apache/maven/wagon/events/TransferEvent;)Lorg/apache/maven/repository/ArtifactTransferEvent;#0#evt,C:/PHDONE/runtime-EclipseApplication/maven-3.5.2/maven-compat/src/main/java/org/apache/maven/repository/legacy/TransferListenerAdapter.java;,VariableName,,,,,,,,ClassName:ArtifactTransferEvent;,ClassName:TransferListenerAdapter;,ParameterName:event;MethodName:getRequestType;ClassName:ArtifactTransferEvent;VariableName:wagon;MethodName:getException;VariableName:artifact;MethodName:getEventType;,,,,MethodName:wrap;,,evt,evt,event
