id,files,typeOfIdentifier,subclass,subsubclass,parents,ancestor,methods,fields,comment,type,enclosingClass,assignment,methodInvocated,parameterArgument,parameter,enclosingMethod,argument,name,abbr,expansion
Lnet/sourceforge/subsonic/controller/AvatarUploadController;.handleRequestInternal(LHttpServletRequest;LHttpServletResponse;)LModelAndView;|Ljava/lang/Exception;#0#o,C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/AvatarUploadController.java;,VariableName,,,,,,,Look for file items;,ClassName:Object;,ClassName:AvatarUploadController;,VariableName:item;,,,,MethodName:handleRequestInternal;,,o,o,object
Ljavax/imageio/ImageIO;,C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/AvatarUploadController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/CoverArtController.java;,ClassName,,,,,,,,,,,,,,,,ImageIO,io,input output
Lnet/sourceforge/subsonic/controller/CoverArtController;.scale(Ljava/awt/image/BufferedImage;II)Ljava/awt/image/BufferedImage;#0#temp,C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/CoverArtController.java;,VariableName,,,,,,,,ClassName:BufferedImage;,ClassName:CoverArtController;,VariableName:w;VariableName:g2;VariableName:h;ClassName:BufferedImage;VariableName:thumb;VariableName:TYPE_INT_RGB;,,,,MethodName:scale;,,temp,temp,temporary
Ljava/awt/image/BufferedImage;.TYPE_INT_RGB)I,C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/CoverArtController.java;,VariableName,,,,,,,,ClassName:int;,ClassName:CoverArtRequest;ClassName:CoverArtController;,VariableName:temp;VariableName:image;,,,,MethodName:scale;MethodName:createAutoCover;,,TYPE_INT_RGB,rgb,red green blue
Lnet/sourceforge/subsonic/controller/CoverArtController$AutoCover;.(Ljava/awt/Graphics2D;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;I)V#rgb,C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/CoverArtController.java;,VariableName,,,,,,,,ClassName:int;,ClassName:AutoCover;ClassName:CoverArtController;,VariableName:length;VariableName:hash;FieldName:COLORS;ClassName:Math;FieldName:color;MethodName:abs;,,,,MethodName:AutoCover;,,rgb,rgb,red green blue
Lnet/sourceforge/subsonic/controller/CoverArtController;.scale(Ljava/awt/image/BufferedImage;II)Ljava/awt/image/BufferedImage;#0#g2,C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/CoverArtController.java;,VariableName,,,,,,,,ClassName:Graphics2D;,ClassName:CoverArtController;,MethodName:createGraphics;VariableName:temp;,,,,MethodName:scale;,,g2,g,graphics
Lnet/sourceforge/subsonic/controller/CoverArtController$ArtistCoverArtRequest;.(Lnet/sourceforge/subsonic/controller/CoverArtController;Lnet/sourceforge/subsonic/domain/Artist;)V,C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/CoverArtController.java;,MethodName,,,,,,,,,ClassName:ArtistCoverArtRequest;,,,,ParameterName:artist;,,,ArtistCoverArtRequest,art,artist
Lnet/sourceforge/subsonic/controller/DLNASettingsController;.setUpnpService(Lnet/sourceforge/subsonic/service/UPnPService;)V,C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/DLNASettingsController.java;,MethodName,,,,,,,,ClassName:void;,ClassName:DLNASettingsController;,,,,ParameterName:upnpService;,,,setUpnpService,upnp,universal plug and play
Lnet/sourceforge/subsonic/controller/DownloadController;.getLastModified(LHttpServletRequest;)J#0#1#e,C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/DownloadController.java;,VariableName,,,,,,,,ClassName:ServletRequestBindingException;,ClassName:DownloadController;,,,,,MethodName:getLastModified;,,e,e,exception
Lnet/sourceforge/subsonic/controller/DownloadController;.encodeAsRFC5987(Ljava/lang/String;)Ljava/lang/String;|Ljava/io/UnsupportedEncodingException;#0#b,C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/DownloadController.java;,VariableName,,,,,,,,ClassName:byte;,ClassName:DownloadController;,,,,,MethodName:encodeAsRFC5987;,,b,b,byte
Lnet/sourceforge/subsonic/controller/DownloadController;.encodeAsRFC5987(Ljava/lang/String;)Ljava/lang/String;|Ljava/io/UnsupportedEncodingException;#attrChar,C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/DownloadController.java;,VariableName,,,,,,,,ClassName:byte[];,ClassName:DownloadController;,,,,,MethodName:encodeAsRFC5987;,,attrChar,attr,attribute
Lnet/sourceforge/subsonic/util/HttpRange;,C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/DownloadController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/StreamController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/util/HttpRange.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/io/RangeOutputStream.java;,ClassName,,,,,MethodName:size;MethodName:toString;MethodName:valueOf;MethodName:getLastBytePos;MethodName:HttpRange;MethodName:getFirstBytePos;MethodName:isClosed;MethodName:contains;,FieldName:PATTERN;FieldName:firstBytePos;FieldName:lastBytePos;,Parses the given string as a HTTP header byte range See chapter in RFC for details p Only a subset of the allowed syntaxes are supported Only ranges which specify first byte pos are supported The last byte pos is optional param range The range from the HTTP header for instance bytes or bytes return A range object using inclusive values If the last byte pos is not given the end ofthe returned range is code null The method returns code null code if the syntax of the given range is not supported First look for Range HTTP header author Sindre Mehus version Id HttpRange java Z sindre mehus;,,,,,,,,,HttpRange,http,hypertext transfer protocol
Lnet/sourceforge/subsonic/controller/JAXBWriter;.createXmlMarshaller()Ljavax/xml/bind/Marshaller;|Ljavax/xml/bind/JAXBException;,C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/JAXBWriter.java;,MethodName,,,,,,,,ClassName:Marshaller;,ClassName:JAXBWriter;,VariableName:marshaller;,,,,,,createXmlMarshaller,xml,extensible markup language
Ljavax/xml/datatype/DatatypeFactory;.newXMLGregorianCalendar(Ljava/util/GregorianCalendar;)Ljavax/xml/datatype/XMLGregorianCalendar;,C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/JAXBWriter.java;,MethodName,,,,,,,,ClassName:XMLGregorianCalendar;,,,,,,,,newXMLGregorianCalendar,xml,extensible markup language
Lnet/sourceforge/subsonic/controller/JAXBWriter;.jaxbContext)Ljavax/xml/bind/JAXBContext;,C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/JAXBWriter.java;,FieldName,,,,,,,,ClassName:JAXBContext;,ClassName:JAXBWriter;,ClassName:Response;VariableName:marshaller;VariableName:marshaller;,,,,,,jaxbContext,jaxb,java architecture for xml binding
Lnet/sourceforge/subsonic/controller/JAXBWriter;.convertDate(Ljava/util/Date;)Ljavax/xml/datatype/XMLGregorianCalendar;#c,C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/JAXBWriter.java;,VariableName,,,,,,,,ClassName:GregorianCalendar;,ClassName:JAXBWriter;,ClassName:GregorianCalendar;,,,,MethodName:convertDate;,,c,c,calendar
Ljavax/xml/datatype/XMLGregorianCalendar;,C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/JAXBWriter.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/RESTController.java;,ClassName,,,,,,,,,,,,,,,,XMLGregorianCalendar,xml,extensible markup language
Ljava/util/Calendar;.getTimeInMillis()J,C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/LeftController.java;,MethodName,,,,,,,,ClassName:long;,,VariableName:lastModified;,,,,,,getTimeInMillis,millis,milliseconds
Lnet/sourceforge/subsonic/controller/MainController;.getMultiFolderChildren(Ljava/util/List<Lnet/sourceforge/subsonic/domain/MediaFile;>;)Ljava/util/List<Lnet/sourceforge/subsonic/domain/MediaFile;>;|Ljava/io/IOException;,C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/MainController.java;,MethodName,,,,,,,,ClassName:List<MediaFile>;,ClassName:MainController;,VariableName:children;,,,ParameterName:mediaFiles;,,,getMultiFolderChildren,multi,multiple
Lnet/sourceforge/subsonic/controller/MultiController;.updatePortAndContextPath(LHttpServletRequest;)V#httpsPort,C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/MultiController.java;,VariableName,,,,,,,,ClassName:int;,ClassName:MultiController;,ClassName:Integer;MethodName:parseInt;MethodName:getProperty;ClassName:System;,MethodName:setHttpsPort;,ParameterName:httpsPort;,,MethodName:updatePortAndContextPath;,,httpsPort,https,hypertext transfer protocol
Lnet/sourceforge/subsonic/controller/NetworkSettingsController;.doSubmitAction(Ljava/lang/Object;)V|Ljava/lang/Exception;#0#rand,C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/NetworkSettingsController.java;,VariableName,,,,,,,,ClassName:Random;,ClassName:NetworkSettingsController;,ClassName:Random;MethodName:currentTimeMillis;ClassName:System;,MethodName:setServerId;,ParameterName:serverId;,,MethodName:doSubmitAction;,,rand,rand,random
Lnet/sourceforge/subsonic/controller/NetworkSettingsController;.doSubmitAction(Ljava/lang/Object;)V|Ljava/lang/Exception;#cmd#0#0,C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/NetworkSettingsController.java;,ParameterName,,,,,,,,ClassName:Object;,,VariableName:command;,,,,MethodName:doSubmitAction;,,cmd,cmd,command
Ljava/lang/Math;.abs(J)J,C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/NetworkSettingsController.java;,MethodName,,,,,,,,ClassName:long;,,,MethodName:setServerId;,ParameterName:serverId;,,,,abs,abs,absolute
Lnet/sourceforge/subsonic/service/NetworkService;.initPortForwarding(I)V,C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/NetworkSettingsController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/service/NetworkService.java;,MethodName,,,,,,,Configures UPnP port forwarding;,ClassName:void;,ClassName:NetworkService;,,,,ParameterName:initialDelaySeconds;,,,initPortForwarding,init,initialize
Lnet/sourceforge/subsonic/service/SettingsService;.setUrlRedirectFrom(Ljava/lang/String;)V,C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/NetworkSettingsController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/service/SettingsService.java;,MethodName,,,,,,,,ClassName:void;,ClassName:SettingsService;,,,,ParameterName:urlRedirectFrom;,,,setUrlRedirectFrom,url,uniform resource locator
Recovered#typeBindingLHttpServletRequest;0,C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/NowPlayingController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/taglib/FormatBytesTag.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/ajax/PlayQueueService.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/VideoPlayerController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/service/SecurityService.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/TranscodingSettingsController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/MoreController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/PodcastController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/ajax/PlaylistService.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/SetRatingController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/UploadController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/UserSettingsController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/PlaylistController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/filter/ParameterDecodingFilter.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/PodcastSettingsController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/ajax/NowPlayingService.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/LeftController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/RightController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/RESTController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/service/ShareService.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/ChangeCoverArtController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/TopController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/ExternalPlayerController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/EditTagsController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/JAXBWriter.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/HLSController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/UserChartController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/MainController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/PremiumController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/ShareSettingsController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/service/PlayerService.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/HelpController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/ajax/ChatService.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/StatusController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/PasswordSettingsController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/DBController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/i18n/SubsonicLocaleResolver.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/PodcastReceiverController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/PlayQueueController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/AvatarUploadController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/RandomPlayQueueController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/SetMusicFileInfoController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/PodcastReceiverAdminController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/InternetRadioSettingsController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/MultiController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/DLNASettingsController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/PersonalSettingsController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/WapController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/filter/RESTFilter.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/MusicFolderSettingsController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/AvatarController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/filter/RequestEncodingFilter.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/SettingsController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/AbstractChartController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/ShareManagementController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/theme/SubsonicThemeResolver.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/GeneralSettingsController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/LyricsController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/PlayerSettingsController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/DownloadController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/NetworkSettingsController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/SearchController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/StreamController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/security/RESTRequestParameterProcessingFilter.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/M3UController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/StatusChartController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/ImportPlaylistController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/ProxyController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/CoverArtController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/AdvancedSettingsController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/HomeController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/StarredController.java;C:/PHDONExia/icseCode/subsonic-5.0/src/net/sourceforge/subsonic/controller/AllmusicController.java;,ClassName,,,,,,,Wrap request in decoder;,,,,,,,,,HttpServletRequest,http,hypertext transfer protocol
